inputs,aspects,sentiment
O café é básico mas suficiente e o quarto tem banheira e apesar de pequeno é confortável.,No aspect,
Voltarei com certeza,No aspect,
"As instalações são novas, bem cuidadas, bem decoradas, o café da manhã é maravilhoso, tem recepecionista que fala português, o que ajuda muito, e a localização também e excelente, pois é perto de estações e metro, shoppings, restaurantes e outras atrações.",localização,1.0
"Sem cheiro de cigarro, pessoas tumultuando e tudo mais!",No aspect,
"A localização é realmente imbatível, mas os quartos sao velhos e sujos, tinha nojo de dormir naquele colchão.",localização,1.0
"Boa localização, perto da Times Square e Columbus Circle, bem central.",localização,1.0
só não tinha elevador.,elevador,-1.0
A relação qualidade preço é excelente.,preço,1.0
Sou gaúcha e sei que a hospitalidade sulista é bem conceituada.,No aspect,
"Os funcionários são atenciosos e o wi-fi é de graça, o que é uma vantagem e tanto para quem viaja com lap top.",funcionários,1.0
"Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.",atendimento,1.0
Fiz a escolha deste hotel baseada nas recomendações do Trip Advisor e não me arrependi nem um pouco.,hotel,1.0
"Recomendo a boite TAO tambem, que é loucura demais.",No aspect,
em Monmarte tb se chega a pe.,No aspect,
"O hotel tem otima localização a uma quadra e meia da Times Square, delicates proximas para as compras de cafe da manhã e os restaurantes da 45th.",hotel,1.0
O hotel têm alguns quartos novos e outros bem antigos.,hotel,0.0
Quarto pequenininho ( padrão Paris!) mas suficientemente confortável.,quarto,1.0
"Atendimento maravilhoso, ótimo café da manhã.",atendimento,1.0
"Excelente hotel, atendimento, localização, café da manhã e acomodações de primeira!",atendimento,1.0
"a resort fee deles inclui: internet,academia,piscina, garrafas de agua a qualquer momento,jornal e os tranfers como citei acima, achei razoavel.",piscina,0.0
"Cama cheia de asas de cupins, dificuldade na recepção de confirmar uma reserva feita há meses (e confirmada por telefone uma semana antes), confusão nos valores combinados...",recepção,-1.0
"Mas me hospedaria novamente, até pelo preço.",preço,1.0
"O hotel está em ótima localização perto de tudo, é só pesquisar na internet onde quer ir e pegar seu mapa no próprio hotel.",hotel,1.0
"Não contratamos o café da manhã por isso não posso dar minha opinião, mas com relação a limpeza gostei muito.",café da manhã,0.0
"No mais, bom hotel.",No aspect,
"Chuveiro ótimo, TV com canais a cabo, etc.",tv,1.0
"Bonito: os móveis e a decoração são de extremo bom gosto, com equipamentos novos e funcionando perfeitamente.",móveis,1.0
"Vi outros quartos que me pareceram, esses sim superiores.",No aspect,
Bom para ficar um período curto.,No aspect,
Pessimo atendimento no restaurants e nas areas adjuntas.,No aspect,
"Café da manhã delicioso, hotel pequeno e aconchegante.",café da manhã,1.0
"Cafezinho sempre quentinho na recepção, internet muito ruim.",internet,-1.0
"- umidade na cabeceira da cama,",No aspect,
"Hotel confortável e luxuoso, com funcionários solícitos e excelente localização.",localização,1.0
"A localização é boa, perto de duas estações de metro.......o quarto possui uma pequena cozinha, mas o atendimento e limpeza é ruim...a limpeza é apenas uma vez por semana, fiquei 6 dias e por isso não limparam nenhum dia...sequer repor o papael!!!!",atendimento,-1.0
"Se for pela localização, nos hospedaríamos novamente, mas o custo teria de ser compatível aos benefícios que oferece.",No aspect,
Tem excelente localização (perto de todo o centro comercial e de atrações para crianças e adultos se divertirem); os hóspedes são bem selecionados (educados e silenciosos); e seus funcionários são educados e prestativos.,localização,1.0
"Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn.",lavanderia,0.0
A localização é boa e o preço é bem adequado.,preço,1.0
O fato de ter frigobar e microondas ajudam muito.,frigobar,1.0
Contudo a solicitação de que fizemos para substituir os nossos travesseiros (por outros mais baixos) não foi atendida.,No aspect,
Gostaria de voltar ao hotel e vê-lo em melhores condições!,No aspect,
"Dá pra ir andando ao Venetian, isso de dia.",No aspect,
Fi-lo para não perder o avião.,No aspect,
"Hotel novo e moderno com excelente localização, no meio da Strip.",hotel,1.0
Banheiro muito limpo.,No aspect,
"A piscina do hotel é uma das principais coisas a serem avaliadas na hora de escolher um hotel em Vegas, e a daqui é muito gostoso!!",hotel,1.0
"é possível andar a pé nas imediações do hotel até tarde da madrugada, está sempre cheio de pedestres.",No aspect,
Café da manhã maravilhoso.,café da manhã,1.0
"Um ótimo atendimento, funcionários muito atenciosos e dispostos a ajudar, principalmente por ter um recepcionista que fala português.",atendimento,1.0
"Em cada andar, uma copa contendo forno de microondas, frigobar, maquina de café capuccino, chá , chocolate, água , gelo...tudo Free à disposição dos hóspedes.",No aspect,
"A localização embora não seja a melhor (particularmente prefiro estar próximo à Blvd Las Vegas, onde estão concentradas a grande maioria das atrações)...",No aspect,
Bem localizado e tudo muito limpo!,No aspect,
"Chuveiro em cima da banheira, porém bom.",chuveiro,1.0
"É, como os bons hotéis provavelmente,o melhor hotel que fiquei em ny,na madison avenue em frente a igreja st patricks,atras da quinta avenida elegante, excelentes serviços, agradável café da manhã em uma ambiente lindo.",hotel,1.0
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.,limpeza,1.0
A casa de banho estava toda remodelada e estava em boas condições de higiene.,No aspect,
Espero voltar.,No aspect,
O café-da-manhã não tem muita variedade.,No aspect,
"Apartamentos pequenos, mas camas super confortáveis e chuveiro muito bom!",cama,1.0
O atendimento da recepção é muito boa.,atendimento,1.0
Não volto.,No aspect,
"O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.",hotel,1.0
Dá pra ir a pé a maior parte dos pontos turísticos.,No aspect,
Não recomendo esse hotel.,No aspect,
"Fomos 2 mães com as filhas pequenas , as meninsa adoraram a pequena cozinha ... assim quando chegávamos cansadas podíamos cozinhar algo para elas rapidinho !",cozinha,1.0
"Excelente quartos, bem limpo, bom banheiro, bom ar condicionado, boa cama, boa TV.",tv,1.0
"Hotel pequeno, sem serviço de quarto, recepção ruim.",recepção,-1.0
"Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.",aeroporto,0.0
"Ótima localização, a 20 minutos aproximadamente da Torre Eiffel, perto das estações de metro Charles Michels e Bir-Hakeim, comércio em geral e restaurates próximos ao hotel.",hotel,1.0
"Como a proposta é a simplicidade ele não possui elevador, somente escada para acesso aos quartos, que são limpos e organizados.",quarto,1.0
Fiquei apenas uma noite por estar de passagem.,No aspect,
O quarto tem o tamanho bom e o banheiro do meu quarto era bem grande e com janela para a rua o que é otimo.,rua,0.0
"Hotel com ótimas acomodações, quarto espaçoso, banheiro amplo com um chuveiro maravilhoso.",quarto,1.0
"Além disso, o hospede pode usar a academia que fica no Hotel Express, ao lado.",No aspect,
"Depois que me acostumei, encontrava o meu quarto com facilidade.",No aspect,
E tratam turista brasileiro muito bem.,No aspect,
A localização achei muito boa... bem localizado no centro comercial da cidade... pode fazer umas comprinhas e encontrar produtos bem em conta além de ir andando para o evento.. possui restaurante próximo e a estrutura física do hotel está em reforma... os funcionários bem receptivos.... o elevador funcionando normalmente.,localização,1.0
Os pontos fortes são ótima localização e atendimento em português pela maioria dos recepcionista.,atendimento,1.0
um luxo em todos os sentidos.,luxo,1.0
Mercados e restaurantes próximos.,No aspect,
A grande vantagem deste Hotel é que fica em frente a um shopping center com todas as vantagens para compras e alimentação.,hotel,1.0
"O bairro é bem tranquilo com muitos restaurantes, supermercados, cafeterias, lanchonetes, etc.",No aspect,
"A limpeza é péssima , nunca vi algo assim , comiamos frutas e a camareira não se dava ao trabalho de tirar o lixo que ficava no quarto , o espaço do quarto é terrivel , eu e meu marido jamais poderiamos circular juntos pelo quarto pois o espaço é tão pequeno que duas pessoa no mesmo ambiente definitivamnete não circulam.",limpeza,-1.0
"Chuveiro delicioso, tudo muito limpo e conservado.",chuveiro,1.0
Hotel antigo com quartos amplos e super bem localizado.,quarto,1.0
Recomendo.,No aspect,
"Quarto novo, reformado, com forno e microondas bem como sofisticados utensílios para ter uma refeição no quarto como nativos.",No aspect,
Isso porque tivemos que leva-las pelas escadas!,escada,0.0
Adorei o local e com certeza recomendo.,No aspect,
O hotel estava em reforma sem prévio anuncio aos hospedes.,hotel,0.0
"Camas confortáveis, boa limpeza, bem silencioso.",limpeza,1.0
"Se isso não o incomoda, pode se hospedar aqui.",No aspect,
"O hotel possui uma excelente localização, de onde se pode conhecer andando os principais pontos turísticos de Paris.",hotel,1.0
"Tivemos um problema na chegada, o banheiro estava entupido, informamos a recepção do hotel que logo enviou um senhor multi uso, com um carrinho e radio comunicador....super equipado, em segundos resolveu nosso problema.",recepção,1.0
Chuveiro demora demais a aquecer.,chuveiro,-1.0
Acho que não existe vigilância sanitária aqui em Paris.,No aspect,
"E, principal, era limpo.",No aspect,
"O restaurante Nobu, famoso pelas celebridades que o frequentam, fica no hotel.",No aspect,
"Ficamos apenas uma noite ao chegarmos do Brasil, mas o quarto estava bem limpo e o café da manhã muito bom.",quarto,1.0
"excelente cafe da manha,muito limpo,otimo atendimento,quartos arejados e bem decorados,cama confortabilissima.tudo perfeito.",quarto,1.0
"A limpeza, organização e atendimento foram ótimos, assim como o café da manhã, muito completo.",limpeza,1.0
"Tudo muito limpo e organizado, mas você deve saber que esta em um hotel três estrelas, não espere nada muito luxuoso.",No aspect,
"Tenho mais duas viagens marcadas para o mês o ano seguinte em Janeiro e em Julho, fato esse que levarei pelo menos mais 5 pessoas.",No aspect,
"Como a proposta é a simplicidade ele não possui elevador, somente escada para acesso aos quartos, que são limpos e organizados.",quarto,1.0
O hotel fica na 77Av e o metrô fica na 79Av.,No aspect,
"O hotel é muito bem localizado, na Strip.",No aspect,
"Banheiro limpo, bem iluminado e com trocas de toalhas diárias.",toalha,1.0
"Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.",quarto,1.0
O café da manhã não era dos melhores e era caro.,café da manhã,-1.0
"O café da manhã não é tão ruim como em outros hotéis de Paris, há opções de frutas, mas você terá que ir cedo, pois quando acabam os croissants, frutas e iogurtes não há reposição.",café da manhã,1.0
Adoramos.,No aspect,
A recepção do Hotel é boa todos os colaboradores que trabalham na recepção são muito simpáticos e atenciosos.,hotel,-1.0
"Café da manhã até às 10, mas 9:45 ninguém serve.",café da manhã,-1.0
Não trocaram as toalhas e tinha um barata no banheiro.,toalha,-1.0
"If you are alone whith your kids, you are in a bad situation.",No aspect,
Um dos melhores hoteis que fiquei em Vegas.,No aspect,
Esse hotel faz parte da rede Hilton e oferece um excelente serviço com qualidade para clientes frequentes e mais exigentes que não precisam de um 5* em NYC.,hotel,1.0
Otima localizaçao.,No aspect,
Infelizmente por motivos profissionais eu tenho que ficar neste hotel.,hotel,0.0
"Perto de metro, da Times Square, da Broadway, de restaurantes...",No aspect,
"Na segunda, uma outra funcionária disse ser impossível.",No aspect,
"Cafe da manha excelente, atendimento muito fraco e acomodacoes pequenas para um casal e duas criancas no mesmo quarto.",quarto,-1.0
O quarto era pequeno e não tinha TV por assinatura.,quarto,-1.0
"Ficamos de 12 a 20 de janeiro/2013 e foi ótima escolha...super silencioso, tranquilo, localização perfeita, cama extremamente confortável, ducha deliciosa (sem ter que tomar banho dentro de banheira, coisa que detesto..rs), limpeza impecável e recepcionistas atenciosas.",cama,1.0
Achamos tudo muito bom.,No aspect,
Um show de fiel segmentação!,No aspect,
O melhor do Marriot Marquis é definitivamente a sua localização.,localização,1.0
"Quarto bem grande, limpo, mas sem luxo.",quarto,1.0
"Porém, nosso quarto era excelente, duas queens beds bem confortáveis, ar condicionado, banheiro com ótima ducha, bem forte, e limpo.",quarto,1.0
Fomos bem recebidos e tudo ocorria tranquilamente quando no 3 dia de hospedagem eu tive de sair e minha esposa ficou sozinha no quarto.,No aspect,
"Fui em quase todos os hotéis, cada um c sua beleza,mas confesso q o charme do Wynn é incomparável!",No aspect,
Novamente sem ar e cama queen.,No aspect,
Tipo um mês.,No aspect,
"As atendentes do Hotel são maravilhosas, super simpáticas e eficientes.",No aspect,
"O staff é muito atencioso, porém o quarto é pequeno, mas confortável.",No aspect,
"Pontos negativos: sem wifi no quarto, carpete muito antigo necessitando de troca urgente ou melhor trato.",carpete,-1.0
"Passei a ela meu cartão VTM no qual foi debitado o valor de 123,00.",No aspect,
"O Hotel é antigo, tem quantos, novos e antigos,O valor é muito bom, o café da manhã é ótimo, bem sortido, o local é de fácil acesso, fica em frente a rodoviária para quem chega de ônibus e quem precisa vir ou ir ao aeroporto, atravessa a rua e vai de metro até a estação aeroporto.",café da manhã,1.0
"A localização é excelente, perto de atrações, restaurantes e metrô.",localização,1.0
Há uma estação de metrô relativamente perto também.,No aspect,
"O quarto que fiquei era bem pequeno, mas aconchegante, pois ficava no último andar (6º), com sacadinha e vista para a Notre Dame ao longe.",No aspect,
"E o principal, fala português.",No aspect,
"O hotel é [equeno, mas aconchegante, o quarto é limpo e novo e o atendimento excelente, apesar de somente 1 pessoa cuidando do hotel sempre foram atenciosos e prestativos.",quarto,1.0
Linda vista da cidade!,No aspect,
"Como todo hotel em Vegas, tudo é muito grande, é possivel se perder lá dentro.",No aspect,
Gostaria de agradecer pelo carinho demonstrado.,No aspect,
"A localização do hotel é muito boa , porém as partes comuns são pequenas e desconfortáveis para uma classificação 4 estrelas !!!!!",localização,1.0
Recomendo!,No aspect,
Excelente preço para a estrutura do hotel.,preço,1.0
Ele pediu desculpas e saiu.,No aspect,
"A rua é um pouco barulhenta, então ou você morre de calor com a janela fechada ou não dorme por causa do barulho da rua.",No aspect,
Todos sempre carismáticos e educados!,No aspect,
"O quarto é limpo, e o hotel é muito bem localizado.",hotel,1.0
"Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.",serviço,1.0
Fica a uma quadra da entrada da Disney.,No aspect,
"Se vc está procurando um local para dormir com um custo baixo, este hotel é uma boa opção.",hotel,0.0
"O quarto é espaçoso, limpo, bem climatizado e localizado por um bom custo.",quarto,1.0
"O serviço de quarto é péssimo, a comida é horrível.",serviço,-1.0
De bom o hotel só tem a localização que é perto do aeroporto.,aeroporto,0.0
Recomendadíssimo!!!,No aspect,
Nao gostei fiquei com nojo  O quarto era grande mais a limpeza bem ruim .,quarto,1.0
Não dá vontade de ir embora.,No aspect,
O café da manhã ficou um pouco a desejar e achei a suíte apertada para três pessoas; o hotel não oferece nenhum serviço de quarto além da limpeza diária.,serviço de quarto,-1.0
So que e muito grande!,No aspect,
"Hotel muito bem localizado numa rua bem tranquila, mas perto da agitação da Rue de La Huchete com seus restaurantes e casas noturnas.",rua,1.0
A internet é free e nossas malas ficaram guardadas sem custo adicional.,internet,1.0
"Voltando à Paris, ficarei aqui outra vez  Room Tip: É um hotel com ambiente bastante agradável e familiar.",No aspect,
"Nao tem academia de ginastica, nem piscina, nem sauna",piscina,0.0
"Esse hotel possui uma otima infra-estrutura, porem é extremamente distante do pontos turisticos no centro.",hotel,1.0
Acho que precisam trocar o piso dos quartos.,quarto,0.0
"Feio, sujo, cheirando a xixi, achei perigoso à noite, tanto é que a porta fica fechada e você só entra com seu cartão.",No aspect,
"Ficamos no 26*andar, a vista para catedral de S. Patrick é maravilhosa.",No aspect,
Ela foi bem acolhedora e nos mostrou os pontos principais de Paris.,No aspect,
Recomendo!,No aspect,
"Este hotel possui uma praça de alimentação (subway, starbucks, mcdonalds, pizzaria).",No aspect,
"Horrivel...apesar de perto de metro , a area é pessima , e o hotel nem se fala...  Limpeza , café da manhã, atendimento , conservação do hotel...tudo pessimo.",atendimento,-1.0
"Excelente localização, fácil locomoção.",localização,1.0
O mobiliário era antigo mas totalmente adequado.,No aspect,
Room Tip: A dica que vou adicionar a quem quer conhecer New York e Manhatan é de hospedar aos redores da cidad...,No aspect,
"A localização é boa e o café da manhã, razoável.",localização,1.0
"O banheiro era muito apertado, a roupa de banho não estava muito limpa e o quarto tinha um carpete bem feio.",carpete,-1.0
Restaurante e oferta de pequeno almoço decepcionante para hotel de quatro estrelas.,almoço,-1.0
"Os quarto, abafados e com cheiro de mofo.",quarto,-1.0
"Recomendamos também o restaurante do Hotel, Gabi.",hotel,1.0
"Ótima localização, custo beneficio excelente, funcionários atenciosos, hotel novo, quartos limpos, boas instalações, elevador mto rápido, bom café da manhã, Wifi grátis e muito boa.",localização,1.0
Quarto amplo e confortável.,quarto,1.0
"Tem um bom café da manhã, máquinhas de refrigerantes no andares.",café da manhã,1.0
"Hotel fica muito bem localizado, a poucas quadras do Central Park, VICTORIA SECRETS, TIMES SQUARE, 5 AVENIDA , BROADWAY, ótimo atendimento.",hotel,1.0
Com uma vista de 360 graus da cidade.,cidade,0.0
O mesmo informou que eles não tinham apto disponivel com duas camas.,No aspect,
"Pois bem, escrevi em Inglês o ocorrido e recebi uma resposta muito gentil com pedidos de desculpas pelo ocorrido e que o valor debitado de 123,00 reapareceria poucos dias após no meu cartão de crédito.",No aspect,
"Para quem viaja só pode ser uma opção, para casal não.",casal,0.0
"Hotel novo, boa localização, atendimento ágil e cortês.",atendimento,1.0
A comida do hotel também é boa e o preço é bem razoável.,hotel,1.0
"Atendimente bem ruim, como o hotel estava lotado a recepcionista da noite simplesmente nem olhava na minha cara.",hotel,1.0
O cafe da manha é bem fraco!,No aspect,
Nossa estada foi tão ruim que não mais regressei na semana pós primeira estada.,No aspect,
A melhor cama de hotel que eu já dormi na vida!,hotel,1.0
Melhor localização impossível!,localização,1.0
Estivemos nesse hotel depois de ficar no All Seasons Mitte Berlim.,hotel,0.0
"O hotel estava com tarifa promocional, por um preço muito em conta para NY.",preço,1.0
"A localização é boa, perto das coisas e sem aquela multidão de turistas.",turista,0.0
A localização é ótima.,localização,1.0
"Se você quer apenas um local confortável, sem luxo excessivo, limpo, perto da Strip, com uma piscina bacana e ótimo custo, este é o local.",piscina,1.0
"O atendimento é excepcional, o staff é fantástico e atencioso, a arrumação e limpeza dos quartos nota 10, café da manhã farto e de muito boa qualidade, wi fi gratuito, além da localização, maravilhosa, a poucos passos do coração de Saint Germain Des Pres.",localização,1.0
Com toda certeza nos hospedaremos novamente neste Hotel .,No aspect,
"O hotel Comfort Muffetard é aconchegante, a localização excelente, ruas românticas, cheias de restaurantes e cafés, lojas de vinhos, queijos, mercados, tudo acessível.",hotel,1.0
Estive hospedada em março de 2013 no quarto 907.,quarto,1.0
"Gostamos muito do hotel, tudo pertinho: Times Square, teatros da broadway, 5th avenida, fomos a esses lugares tudo a pé.",hotel,1.0
Recomendo!,No aspect,
Os pessoal da recepção sempre muito simpático.,recepção,1.0
"O preço é bom, pouquissimos restaurante perto, ahh tem um Mac Donalds...internet free no quarto boa conexão ( o recepção disponibiliza senha pra acesso).",preço,1.0
"- internet (internet disponivel no hotel e no quarto, muito rápida!)",internet,1.0
Room Tip: peça com vista para a Torre,No aspect,
Não vejo nada demais.,No aspect,
O quarto que ficamos já havia sido reformado.,No aspect,
"Hotel com execelente localização, perto de tudo e silencioso, muito conforto, quartos de bom tamanho, cama queen, escrivaninha, duas cômodas, armário com táboa de passar roupa e cofre, sempre muito limpos, banheiro também execelente com banheira, secador de cabelo e água quente, tudo muito novo.",localização,1.0
"O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!",piscina,1.0
"Tem 1 estação a 1 quadra, super fácil e rápido de usar.",No aspect,
"A cama era ótima e dormimos muito bem depois de passear o dia todo, paris é maravilhosa.",cama,1.0
"Quartos confortáveis, limpos e café da manhã razoável.",quarto,1.0
Até porquê o hotel fica virando o boulevard.,No aspect,
O banheiro tambem e muito bom.,No aspect,
"Café da manha excelente, e para quem nao quer sair a noite, o jantar no hotel e muito bom também!",jantar,1.0
Vale a pena.,No aspect,
"Realmente o quarto não era grande, mas como estava sozinha isso não foi um problema.",No aspect,
Stella,No aspect,
"Room Tip: evite o café da manhã, muito caro para pouca comida.",café da manhã,-1.0
"Proximo a Times Squase, bem pertinho de um restaur...",No aspect,
"Banheiro antigo, mal conservado, ruim.",No aspect,
Localização pessima.,localização,-1.0
A localizacao e excelente.,No aspect,
"É extremamente bem localizado, com o melhor preço ao redor da times square.",preço,1.0
"Fora isso, o hotel é bomzinho.",hotel,0.0
"Mas, no meu caso, resolveu.",No aspect,
Relação preço/qualidade recomendo totalmente.,No aspect,
Transporte gratuito disponível para aeroporto e centro da cidade.,centro da cidade,0.0
Fácil de pegar táxi  Room Tip: Escolher os quartos da parte nova do hotel,No aspect,
"Quarto amplo, cama king ótima e banheiro bom e limpo!",quarto,1.0
"O Hotel é bastante agradável, muito bem localizado e os funcionários muito amigáveis e pacientes.",hotel,1.0
"Estive algumas vezes em Paris e os hotéis são difíceis quando se analisa custo e benefício, além do que muitas agencias de viagens brasileiras colocam seus clientes muito longe.",No aspect,
Fiquei nesse hotel e nao tinha agua quente no chuveiro.,chuveiro,-1.0
Eu recomendo o hotel.,hotel,1.0
"apesar dos contra tempos, apresenta custo beneficio ótimo.. .",No aspect,
Gostamos de tudo e a equipe foi impecável .,No aspect,
"Para ser honesto, descobri que a região próxima a Times Square e no geral ruim, ela vai graduativamente melhorando a medida que se aproxima do Central Park, este sim o melhor lugar de NY para ficar.",No aspect,
Limpo e organizado.,No aspect,
"Hotel bem decorado no interior, mas situado numa zona um pouco estranha, apesar de muito proxima do Centro e do Louvre, no 1er arrondissement.",hotel,1.0
Escolhi o hotel por ficar da rodoviária e eu precisar passar apenas uma noite em Porto Alegre.,rodoviária,0.0
"Acomodação muito boa (quarto largo, confortável e banheiro amplo) e staff extremamente profissional e acolhedor, associado à ótima localização (na esquina da Time Square).",localização,1.0
"FIz a reserva pagando com antecedencia, garantindo assim um preço muito bom.",preço,1.0
Hotel muito bem localizado na strip!,hotel,1.0
Foi entregue no dia 10 pela manhã e eles não estão achando.,No aspect,
"Quarto pequeno (normal em Paris), mas maior do que eu esperava.",No aspect,
"A localização é realmente imbatível, mas os quartos sao velhos e sujos, tinha nojo de dormir naquele colchão.",colchão,-1.0
"Bem localizado, quanto amplo e limpo para os padrões de Paris , cama confortável , banheiro limpo , boa ducha , café da manha farto e variado , croassant e queijos nobres a vontade, quarto de malas seguro único ponto negativo que Wi fi não funciona bem no quarto, mas estive por 2 vezes e sempre será uma ótima opção !",cama,1.0
"É um bom custo-benefício, levando em conta sua localização, que é ótima!",localização,1.0
"O quarto e as instalações são simples, o café da manhã tem boa variedade e o transfer é gratuito.",instalações,1.0
A lavanderia cumpre seu papel atendendo aos prazos de devolução das roupas.,lavanderia,1.0
Hotel maravilhoso!,No aspect,
"Atendimento rápido e cordial, quarto confortável, banheiro grande com a parte de banho separada da bacia sanitária.",atendimento,1.0
"O preço é um pouco salgado, mas se puder vale muito a pena.",preço,-1.0
Todos os dias fomos andando para Times Square (umas 5 quadras).,No aspect,
Os outros serviços são bons e os quartos são bem equipados.,quarto,1.0
"So nao gostei da divisão do banheiro/quarto, que é apenas por uma cortina translucida.",cortina,-1.0
"Muito bom, se você gosta de andar é possível conhecer os 3 principais pontos turísticos a pé, quartos bons e limpos, escolha o cafê da manhã no próprio hotel custa 5 euros por pessoa e vale a pena, tem requinte e estilo, o preço das diárias também é justo, não deixe de ir ao canal de Saint Martin fica do lado.",preço,1.0
"Fuja do breakfast do Buffet, é uma pegadinha, não inclui bebidas, nem café.",No aspect,
"Os funcionários são educados, alegres, prestativos.",funcionários,1.0
"Tambem para sair de manha, tivemos que esperar o recepcionista voltar de algum lugar para nos abrir a porta...",No aspect,
Não recomendo de maneira alguma!,No aspect,
Achei as imediações do hotel bem desertas e fui aconselhada a não me aventurar sozinha pelas redondezas.,No aspect,
Seriviço de restaurante também ruim.,No aspect,
"O quarto era limpo e pequeno, a internet wi-fi era de boa qualidade, havia cofre no quarto, tv LCD, mas o quarto era sem banheiro, mas isso não foi problema, pois havia uma pia com espelhos que dava para escovar os dentes e fazer a barba.",internet,1.0
Ótimo hotel e com preço justo.,preço,1.0
"Hotel com portaria 24 horas, wifi grátis e boa, eu por exemplo usei o skype sem problemas.",hotel,1.0
"Além de recomendar, quando formos novamente `a Paris, ficaremos lá de novo.",No aspect,
"Atendimento excelente, café da manhã muito farto e comidas saborosas.",café da manhã,1.0
"É praticamente em frente a estação Cambronne,numa ótima localização perto de restaurantes, padarias, mercados e dá para ir a pé até a Torre Eiffel.",localização,1.0
"Porém, vale muito a pena.",No aspect,
"E os quartos sao esquisitos, uma disposicao inusual.",No aspect,
"Desvantagem: Quartos pequenos, Cafe de manha pobre e mal localizado(Voce come no proprio lobby do hotel, frente as pessoas que fazem checkin e checkou!)",hotel,0.0
"Estávamos em 3, mas pegamos um quarto para duas pessoas e uma cama extra e isso foi suficiente.",cama,0.0
Terraço agradável e duas quadras do metrô!,No aspect,
O atendimento excelente.,atendimento,1.0
"O hotel segue a mesma linha, cheio de decoração de rock!",No aspect,
"O hotel é barulhento, nao com o barulho da rua mas dos proprios hospedes.",rua,1.0
"Voltarei lá, com certeza!",No aspect,
Atendimento muito atencioso e educado.,atendimento,1.0
"Péssimo hotel, sem infra estrutura para cadeirante, o meu quarto tinha uma espuma de tapete, o ar condicionado do meu quarto e o da minha irmã nao funcionavam, nao dava tambem para abrir as janelas, com teia de aranha perto da cabeceira da cama, o room service foi péssimo, a comida veio de fora, com valor igual ao dos restaurantes de qualidade boa na França, pedi um vinho com salmão, nao veio talher, nao veio taça, a única coisa que salva e a localização!",localização,1.0
"Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.",chuveiro,1.0
Colchão bem ruim (muito murcho) e travesseiros ruins também.,No aspect,
Última opção...,No aspect,
"As camas de solteiro formam praticamente uma de casal, são quase unidas.",cama,1.0
"Camas confortáveis, boa limpeza, bem silencioso.",cama,1.0
Fica a 2 minutos da Times Square.,No aspect,
Ficamos no terceiro andar sem elevador e tivemos que carregar as malas sozinhos.,elevador,-1.0
"Atendimento excelente, café da manhã com muita variedade.",café da manhã,1.0
Fiquei muito satisfeita com o hotel.,hotel,1.0
"Apesar de possuir quartos pequenos, o hotel é muito charmoso e super bem localizado: a apenas uma quadra do Arco do Triunfo.",quarto,-1.0
"Precisa de uma reforma urgente, o edifício está caindo aos pedaços, janelas com esquadrias de madeira com pintura descascando, carpet velho e descolando, poeira sobre os móveis, duto do ar condicionado portátil soltava constantemente, sem internet no quarto.",internet,-1.0
"A única coisa boa foi que nos deram o direito de tomar café  na Starbucks, ainda bem, porque se o café fosse na cozinha desse Hotel eu preferiria ficar com fome!",cozinha,-1.0
"Mas durante os cinco dias em que estivemos hospedados, tudo correu muito bem.",No aspect,
"O que me deixou muito satisfeita foi a localização... próximo de duas estações de metrô, da Gare Montparnasse e de vários pontos de ônibus.",localização,1.0
O personnel de housekeeping parece ser agora terceirizado e a limpeza dos utensilios de cozinha deixa um pouco a desejar.,limpeza,-1.0
Café da manhã bom tbm.,café da manhã,1.0
"Não tem frigobar no quarto, mas tem máquina para vender água e refrigerante.",No aspect,
Fica a uns 10 min a pé da Torre Eiffel e 1 quadra do metro Cambrone!!!,No aspect,
Também fica perto da 5a. avenida e do central park.,No aspect,
A única diferença para o quarto comum é que não tem carpete no chão.,carpete,0.0
"Estiva lá com amigas, em uma primeira visita e agora com minha família.",família,1.0
Voltarei a este hotel.,hotel,1.0
Altamente recomendado.,No aspect,
"Não tivemos nenhum problema, não houve do que reclamar.",No aspect,
O atendimento é ótimo.,atendimento,1.0
Rooms clean and good beds.,No aspect,
