inputs,aspects,sentiment
Voltaria com certeza.,No aspect,None
Recomendo!,No aspect,None
Passamos 9 dias no hotel e não temos muito do que reclamar.,hotel,1
"O banheiro é grande e limpo, só deveria haver um box ou algo que impedisse a água do chuveiro de se espalhar.",chuveiro,0
"A localização é ótima, do lado da Times Square e perto de diversas estações de metrô.",localização,1
Ótimo custo-benefício em se tratando de NY.,custo-benefício,1
"A mobília do quarto precisa ser trocada, pois está um pouco gasta.",No aspect,None
Estive por 12 dias nesse hotel.,hotel,0
Quarto pequeno com banheiro grande para os padroes de paris.,quarto,-1
"Staff amigavel, principalmente o Sr. Otavio.",No aspect,None
"Localizacao muito boa, bem central com metro praticamente na esquina.",No aspect,None
Achei o quarto bem sujinho e durante os 12 dias que estivemos hospedados nao trocaram nossos lençois.,No aspect,None
Achei isso horrivel!,No aspect,None
"Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...",hotel,1
"Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...",localização,1
"Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...",lojas,0
"Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...",teatro,0
"Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.",família,0
"Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.",quarto,1
"Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.",cozinha,1
"Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.",cafeteira,0
A internet no quarto nos atendeu muito bem.,internet,1
"O melhor pelo custoxbenefício.. o quarto era pequeno, mas pela localização é o melhor que poderíamos encontrar, o Sr. da recepção era muito atencioso e se esforçava em se comunicar conosco, pois como marinheiros de primeira viagem estávamos deslocados no início de nossa estadia, porém nos ajudou com algumas dicas.",quarto,-1
"O melhor pelo custoxbenefício.. o quarto era pequeno, mas pela localização é o melhor que poderíamos encontrar, o Sr. da recepção era muito atencioso e se esforçava em se comunicar conosco, pois como marinheiros de primeira viagem estávamos deslocados no início de nossa estadia, porém nos ajudou com algumas dicas.",localização,1
"O melhor pelo custoxbenefício.. o quarto era pequeno, mas pela localização é o melhor que poderíamos encontrar, o Sr. da recepção era muito atencioso e se esforçava em se comunicar conosco, pois como marinheiros de primeira viagem estávamos deslocados no início de nossa estadia, porém nos ajudou com algumas dicas.",recepção,1
"O café da manhã do hotel era essencial, a cama era excelente... em suma, conseguimos em ultima hora a melhor localização...",café da manhã,1
"O café da manhã do hotel era essencial, a cama era excelente... em suma, conseguimos em ultima hora a melhor localização...",hotel,1
"O café da manhã do hotel era essencial, a cama era excelente... em suma, conseguimos em ultima hora a melhor localização...",cama,1
"Perto de tudo,com pizzaria na frente q da para comprar e levar comer no quarto a Sbarro,21 dolares a grande...não tem frigobar e internet é paga se quiser no quarto.",quarto,1
"Perto de tudo,com pizzaria na frente q da para comprar e levar comer no quarto a Sbarro,21 dolares a grande...não tem frigobar e internet é paga se quiser no quarto.",frigobar,-1
"Perto de tudo,com pizzaria na frente q da para comprar e levar comer no quarto a Sbarro,21 dolares a grande...não tem frigobar e internet é paga se quiser no quarto.",internet,-1
"Tem metro super perto a uma quadra,e tudo muito facil.....Gasta se do aeroporto de La guardia $45 dolares de taxi...e ate o JFK gastamos 58 .....Mais quarto confortavel,ficamos no 40 andar .",aeroporto,0
"Estive em janeiro 2013, este hotel e para quem quer (BBB) bom, bonito e barato este é o lugar, localização excelente x preço muito bom, com um bom café da manhã (leite- sucos - pães - frutas - Yorgutes - etc.) mas eu sinceramente achei um pouco apertado, mas se acordar cedo, é mais tranquilo, boa cama, ele tem um closet separada com porta que é muito bom, pois o quarto fica organizado, banheiro tamanho bom.",localização,1
"Estive em janeiro 2013, este hotel e para quem quer (BBB) bom, bonito e barato este é o lugar, localização excelente x preço muito bom, com um bom café da manhã (leite- sucos - pães - frutas - Yorgutes - etc.) mas eu sinceramente achei um pouco apertado, mas se acordar cedo, é mais tranquilo, boa cama, ele tem um closet separada com porta que é muito bom, pois o quarto fica organizado, banheiro tamanho bom.",preço,1
"Estive em janeiro 2013, este hotel e para quem quer (BBB) bom, bonito e barato este é o lugar, localização excelente x preço muito bom, com um bom café da manhã (leite- sucos - pães - frutas - Yorgutes - etc.) mas eu sinceramente achei um pouco apertado, mas se acordar cedo, é mais tranquilo, boa cama, ele tem um closet separada com porta que é muito bom, pois o quarto fica organizado, banheiro tamanho bom.",café da manhã,1
"Estive em janeiro 2013, este hotel e para quem quer (BBB) bom, bonito e barato este é o lugar, localização excelente x preço muito bom, com um bom café da manhã (leite- sucos - pães - frutas - Yorgutes - etc.) mas eu sinceramente achei um pouco apertado, mas se acordar cedo, é mais tranquilo, boa cama, ele tem um closet separada com porta que é muito bom, pois o quarto fica organizado, banheiro tamanho bom.",cama,1
"Estive em janeiro 2013, este hotel e para quem quer (BBB) bom, bonito e barato este é o lugar, localização excelente x preço muito bom, com um bom café da manhã (leite- sucos - pães - frutas - Yorgutes - etc.) mas eu sinceramente achei um pouco apertado, mas se acordar cedo, é mais tranquilo, boa cama, ele tem um closet separada com porta que é muito bom, pois o quarto fica organizado, banheiro tamanho bom.",quarto,1
Room Tip: Eu fiquei no quarto 905 muito bom??????,No aspect,None
"Ficamos no quarto com beliche, com banheiro compartilhado e gostamos bastante.",quarto,1
O preço é competitivo pela ótima localização.,preço,1
"Os banheiros são ótimos, bem melhores que muitos hotéis que ficamos com suíte, o chuveiro é magnifico.",chuveiro,1
Os ambientes são modernos e novos.,No aspect,None
"Existe um sistema que mostra qual banheiro está disponível, existem 4 banheiros por andar, nunca precisamos ficar esperando para utilizar.",No aspect,None
O atendimento poderia ser melhor.,No aspect,None
"Me hospedei nesse hotel em março de 2012, pegamos um quarto com vista para as Fontes do Bellagio que foi excelente.",hotel,0
"Me hospedei nesse hotel em março de 2012, pegamos um quarto com vista para as Fontes do Bellagio que foi excelente.",quarto,1
"Pontos negativos: quase nenhum hotel da strip oferece quarto com frigobar e a decoraçao do nosso quarto tinha fotos da whoopi goldberg no papel do filme mudança de hábito, ou seja, roupas de freira e terços espalhados pelo quarto.",frigobar,-1
"Quarto limpo, vista perfeita.",No aspect,None
creepy!,No aspect,None
"O quarto é tudo de bom, banheiro todo branquinho, super limpo.",quarto,1
Hotel super organizado.,hotel,1
Era um prazer ir tomar o café da manhã.,café da manhã,1
Ficamos no Ibis Place dItalie em agosto/2011.,No aspect,None
"Café da manha 7 euros - pães, presunto, queijo, iogurtes, 3 tipos de sucos naturais, quiche de queijo e o melhor de tudo creppe com nuttela.",No aspect,None
O Hotel fica muito pertissimo de uma estaçao de metro.,No aspect,None
"The Benjamim hotel possui bom atendimento, quarto bem decorado e de tamanho satisfatório .",hotel,1
"The Benjamim hotel possui bom atendimento, quarto bem decorado e de tamanho satisfatório .",atendimento,1
"The Benjamim hotel possui bom atendimento, quarto bem decorado e de tamanho satisfatório .",quarto,1
Uma ótima mini cozinha.,cozinha,1
"O bar do hotel e excelente, e por si só ja e uma boa opção de entretenimento.",No aspect,None
"Nas proximidades podes encontrar boas opções para café da manha, ja que optamos por estadia sem café , pois este não esta incluso na diária.",No aspect,None
Recomendo!,No aspect,None
"Não utilizei nem Spa e nem piscina, mas não consegui desmarcar na avaliação abaixo.",No aspect,None
"O quarto basico , nao é melhor que um MGM ou Paris , portanto so vale a pena pegar se for o mesmo preço que esse citados (nao pague a mais )...pois é antigo , andar baixo e virado para os fundos com vista para nada .",preço,0
"Nao cobra resort fee (20 usd/dia) , cafe foi dado credito de 18 Usd por dia para usar na praça de alimentação deles ... e a localização e o shoping são uns dos melhores .",localização,1
O quarto era pequeno e não tinha TV por assinatura.,quarto,-1
O quarto era pequeno e não tinha TV por assinatura.,tv,-1
"O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.",café da manhã,1
A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.,hotel,1
A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.,aeroporto,0
A roupa de cama também não era nova.,No aspect,None
O serviço do hotel/atendimento é ruim.,serviço,-1
O serviço do hotel/atendimento é ruim.,atendimento,-1
O elevador quebra com frequência.,elevador,-1
Achei que os hoteis IBIS mantivessem um mesmo padrão mas não foi o que vi no neste hotel.,No aspect,None
"As toalhas de banho parecem pano de chão, não há tolha de rosto, não há secador.",No aspect,None
Solicitamos o serviço despertador pois o vôo de volta ao Brasil era muito cedo mas não adiantou pois o recepcionista esqueceu!!,No aspect,None
Já ficamos em outro hotel IBIS próximo a região da Galeria Lafayete e foi muito diferente!,No aspect,None
"O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!",hotel,1
"O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!",quarto,1
"O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!",piscina,1
"O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!",atendimento,1
Não tem o que falar do Venetian!,No aspect,None
"Como é um hotel mega grande, achei que fosse achar um pouco de desorganização, mas não!",No aspect,None
Para chegar nos quartos é super fácil e tudo é de fácil acesso!,No aspect,None
Hotel maravilhoso!,No aspect,None
Só tenho coisas boas para falar do hotel.,hotel,1
OTIMA localização.,localização,1
limpeza maravilhosa.,limpeza,1
funcionários amáveis.,funcionários,1
trabalho na CVC e com ctz será um hotel que passarei a indicar sempre!,No aspect,None
tudo que precisei me ajudaram.,No aspect,None
"sempre dando informações valiosas, explicando com educação.",No aspect,None
no ano que vem quando voltar não tenho duvidas que ficarei nesse hotel!,No aspect,None
obrigado mais uma vez a equipe do Affinia,No aspect,None
"O hotel é simples, mas o quarto e as camas são grandes.",hotel,1
"O hotel é simples, mas o quarto e as camas são grandes.",quarto,1
"O hotel é simples, mas o quarto e as camas são grandes.",cama,1
"O café da manhã é simplérrimo, dois tipos de pão, leite e café (mas é um dos poucos hotéis de preço mais barato em NY que oferece esse desjejum).",café da manhã,-1
"O café da manhã é simplérrimo, dois tipos de pão, leite e café (mas é um dos poucos hotéis de preço mais barato em NY que oferece esse desjejum).",preço,1
Gostei também da localização!,localização,1
"Enfim, recomendo para quem procura um hotel com um bom custo-benefício!",custo-benefício,1
Tudo muito limpinho e bem arrumado.,No aspect,None
"O quarto terrivelmente pequeno e desajeitado, difícil para se tomar banho devido ao tamanho.",quarto,-1
Ótima recepção.,recepção,1
"O custo-benefício compensou, dentro dos padrões da hotelaria parisiense.",custo-benefício,1
"Pertinho do metro, com um breakfast impecável, com produtos de qualidade e saborosos.",No aspect,None
Recomendo!,No aspect,None
"Room Tip: Atente-se para a metragem do ap, procure um com tamanho razoável.",No aspect,None
"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização.",hotel,1
"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização.",quarto,1
"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização.",localização,1
Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...,praça,1
"Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho.",No aspect,None
Sem contar que eles oferecem early check-in com a maior tranquilidade.,No aspect,None
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).,hotel,0
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).,shopping,0
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).,praia,0
"Quarto bem grande, limpo, mas sem luxo.",quarto,1
"Quarto bem grande, limpo, mas sem luxo.",luxo,0
"Banheiro razoável, pois o chuveiro é bem mais ou menos.",chuveiro,1
"Café da manhã farto e bem gostoso em alguns dias e em outros, nem tanto.",café da manhã,1
"Custo-benefício bacana dependendo de onde você irá frequentar, pois precisará de táxi para se deslocar.",custo-benefício,1
Colchão bem ruim (muito murcho) e travesseiros ruins também.,No aspect,None
"Mas, atendentes muito solícitos e educados.",No aspect,None
GOSTEI!,No aspect,None
"O hotel atendeu a nossa expectativa, custo benefício, a localização e os arredores do hotel.",hotel,1
"O hotel atendeu a nossa expectativa, custo benefício, a localização e os arredores do hotel.",localização,1
A única coisa que sugerimos é evitar que o hóspede que chega cansado descubra na porta do quarto que sua chave não abre e aí tem que voltar à portaria para ajustar o cartão...,quarto,1
Gostamos da região então a escolha foi perfeita!,No aspect,None
Os funcionários do Restaurante e do bar foram muito atenciosos.,No aspect,None
Hotel com ótima localização.,hotel,1
Hotel com ótima localização.,localização,1
Ficamos em quarto especial no 21º andar.,quarto,0
Serviço simpático.,serviço,1
Acesso a Internet só no quarto e pago.,internet,-1
Sem café da manhã que em NYC é uma boa opção pois há bons restaurantes com ótimos breakfasts em todas as quadras.,café da manhã,0
Vista cinematográfica do Central Park e muito amplo.,No aspect,None
Talvez o conjunto do hotel necessitasse de uma reforma para se adequar a modernidade.,No aspect,None
"O quarto era antigo, apesar de ter um bom tamanho.",quarto,-1
"Não tinha chuveiro, mas uma banheira com uma ducha de mão.",chuveiro,-1
"Não tinha chuveiro, mas uma banheira com uma ducha de mão.",banheira,0
"Não tinha chuveiro, mas uma banheira com uma ducha de mão.",ducha,1
A limpeza não era boa.,limpeza,-1
"Não comprei o café da manhã, então não posso opinar sobre.",café da manhã,0
"A localização é boa, bem próximo ao metrô.",localização,1
Bem em frente ao hotel tem um restaurante libanês (Assanabel) ótimo.,hotel,0
Tinha um cheiro estranho.,No aspect,None
"Banheiro espaçoso, porém um pouco velho.",No aspect,None
O Hotel e perto de tudo.,hotel,1
Localização em NY é essecial.,localização,1
"O quarto e pequeno mas e muito bom, limpo e silencioso.",quarto,1
"Como tem muitos brasileiros que se hospedam neste hotel, há alguns atendentes que falam um pouco de portugues.",No aspect,None
Room Tip: Peça um quarto distante da maquina de refrigerante porque tem pessoas que pegam bebidas a noite toda...,No aspect,None
Excelente recepção.,recepção,1
"Quarto grande, bem decorado e higienizado.",quarto,1
"Um bom atendimento, funcionarios educados e prestativos.",atendimento,1
"Gostei de tudo, atendimento, serviço de quarto, café da manha.",serviço,1
"Gostei de tudo, atendimento, serviço de quarto, café da manha.",serviço de quarto,1
"Muito bem localizado, perto de varios pontos turisticos, como o Museo do Louvre, bons restaurantes, perto da av.Champs Elysées, etc.",No aspect,None
A unica coisa que deixou a desejar foi o atendimento no restaurante.,No aspect,None
"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.",hotel,1
"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.",localização,1
"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.",preço,1
"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.",estacionamento,1
"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.",quarto,1
"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.",cama,1
"Falta uma reforma nas piscinas, mas mesmo assim são bem agradáveis.",No aspect,None
O único ponto a desejar foi no primeiro dia que o quarto estava apenas com uma agua e aberta.,No aspect,None
Recomendado!,No aspect,None
"A localização é ótima, ao lado da Rue de Rivoli, com fácil acesso ao metro ou taxis.",localização,1
"A uma quadra do hotel, está a Rue du Faubourg Saint-Honore, uma das ruas mais chiques de Paris.",rua,1
"Nosso quarto era de um tamanho considerável, com espaço para 3 malas abertas.",quarto,1
"A cama excelente e o banheiro ótimo também, muito amplo e limpo.",cama,1
Todos funcionários muito cordiais e simpáticos.,funcionários,1
O Mayfair Paris Hotel é um ótimo hotel.,No aspect,None
"O hotel é pequeno, mas muito bem conservado.",No aspect,None
"Enfim, recomendo este hotel.",No aspect,None
"Excelente localização, confortável com staff formado por funcionários educadíssimos e atenciosos.",localização,1
"Excelente localização, confortável com staff formado por funcionários educadíssimos e atenciosos.",funcionários,1
Room Tip: Todos os apartamentos são bons,apartamento,1
A única funcionária menos simpática foi exatamente uma brasileira com o nome de Marília.,No aspect,None
"Em um primeiro momento nos pareceu um tanto o quanto arrogante, melhorando de humor a partir do terceiro dia de estada.",No aspect,None
"Cama e ducha excelentes, o que é extremamente importante para quem passa o dia inteiro andando pela cidade.",cama,1
"Cama e ducha excelentes, o que é extremamente importante para quem passa o dia inteiro andando pela cidade.",ducha,1
"Cama e ducha excelentes, o que é extremamente importante para quem passa o dia inteiro andando pela cidade.",cidade,0
"Quarto pequeno (normal em Paris), mas maior do que eu esperava.",No aspect,None
Banheiro novo.,No aspect,None
Pessoal simpático.,No aspect,None
"Excesso de cor laranja no quarto, mas isso é irrelevante.",No aspect,None
Recomendo para quem quer dormir bem e gastar pouco.,No aspect,None
"O quarto, apesar de pequeno, era limpo e confortável, com ressalva apenas para o chuveiro, pois era impossível regular o aquecimento da água.",chuveiro,-1
Bom atendimento.,atendimento,1
Informações úteis na recepção.,recepção,1
"Boa localização, próximo a Macys e ao Empire State Buiding e a 15 minutos de caminhada da Times Square.",localização,1
Estive no hotel em maio de 2012.,No aspect,None
"Permitiram, inclusive, que eu fizesse check in antes do horário, sem custo adicional.",No aspect,None
Recomendo.,No aspect,None
Passei alguns dias no The Jewel  e indico para qualquer pessoa esse hotel.,hotel,1
"Localização ótima, serviço impecável.",localização,1
"Localização ótima, serviço impecável.",serviço,1
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.,rua,0
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.,quarto,1
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.,limpeza,1
Funcionários extremamentes simpáticos e dispostos a ajudar.,funcionários,1
Quarto de bom tamanho e chuveiro sem ser estilo americano ( sem aquelas banheiras).,chuveiro,1
Quarto de bom tamanho e chuveiro sem ser estilo americano ( sem aquelas banheiras).,banheira,0
De longe o melhor hotel que já fiquei.,No aspect,None
"Ótimo hotel, localização privilegiada, o bairro de Upper East Side, é ideal para quem quer curtir a agitação da cidade e mesmo assim ficar em um local tranquilo.",hotel,1
"Ótimo hotel, localização privilegiada, o bairro de Upper East Side, é ideal para quem quer curtir a agitação da cidade e mesmo assim ficar em um local tranquilo.",localização,1
"As instalações do hotel são muito boas, os quartos limpos e bem cuidados, tudo de primeira.",instalações,1
"As instalações do hotel são muito boas, os quartos limpos e bem cuidados, tudo de primeira.",quarto,1
"A recepção é impecável, todos sempre solícitos, e prontos para ajudar.",recepção,1
Nem mesmo o fato do hotel aceitar animais desabona algo é tudo muito organizado.,No aspect,None
"Recomendo 100% este hotel, tanto para famílias quanto para grupos de amigos.",No aspect,None
"O hotel é simples, mas a localização é perfeita, em pleno Quartier Latin, pertinho da Sorbonne e do Panteão.",localização,1
O atendimento dos funcionários também nos agradou muito.,atendimento,1
O atendimento dos funcionários também nos agradou muito.,funcionários,1
"Sobre os quartos do hotel não poderei opinar, já que, chegando lá, nos foi oferecida a opção de ficar em um apto em frente ao hotel, o que ótimos.",quarto,0
"Economizamos muito com alimentação, pois perto do hotel tem um supermercado ótimo: o Monoprix.",No aspect,None
Atendimento muito simpático na recepção e por todos os funcionários.,atendimento,1
Atendimento muito simpático na recepção e por todos os funcionários.,recepção,1
Atendimento muito simpático na recepção e por todos os funcionários.,funcionários,1
"O quarto era pequeno, mas era bom (muito limpo e confortável).",quarto,1
Ótimo chuveiro (apesar de pequeno).,chuveiro,1
Ótimo café da manhã!,café da manhã,1
Nos sentimos muito bem recebidos.,No aspect,None
É bem localizado (perto de duas estações de metrô).,No aspect,None
Eles disponibilizam um notebook para acesso a internet no salão de entrada.,No aspect,None
Me hospedei pela segunda vez neste hotel em 2011.,hotel,1
O serviço e atendimento continuam excelentes.,serviço,1
O serviço e atendimento continuam excelentes.,atendimento,1
"A localização eh perfeita: próxima a bares, restaurantes e metro.",localização,1
"Apesar de nao muito grandes, os quartos e banheiros são modernos, bonitos e bem decorados.",quarto,1
"Em 2012 viajarei para a Escandinavia com uma parada em Paris, ao final da viagem.",No aspect,None
Me hospedarei no Cadran uma terceira vez com certeza.,No aspect,None
Recomendo.,No aspect,None
"Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.",hotel,1
"Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.",localização,1
"Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.",quarto,1
"Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.",café da manhã,1
"Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.",funcionários,1
"Metrô ao lado e uma farmácia (Duane Reade) na esquina aberta 24hs, que vende quase de tudo.",farmácia,1
"Room Tip: Ficamos no 29 andar, não há barulho e também não tivemos problemas com os elevadores que funcionavam...",elevador,1
"Ficamos hospedados por 3 noites com nossos filhos (07 e 02 anos), do dia 13.12.12 a 16.12.12.",No aspect,None
Para viagem com crianças este hotel é ótima opção.,No aspect,None
"Quarto amplo, limpo e bem equipado.",quarto,1
Possuem wifi gratuita e são disponibilizados computadores no lobby do hotel.,hotel,1
"A localização também é excelente, próximo à Times Square.",localização,1
Nada a reclamar.,No aspect,None
Pedi um andar alto e fui atendido.,No aspect,None
"A equipe é um pouco impessoal, mas bem solícita e educada.",No aspect,None
O hotel recebeu e armazenou várias compras que fiz no Amazon e não cobrou qualquer taxa.,No aspect,None
"Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.",localização,1
"Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.",quarto,1
"Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.",serviço,1
Ótimo atendimento.,atendimento,1
Mesmo com 0 graus o quarto era quente.,quarto,1
Muito bom.,No aspect,None
"Bem localizado, perto de tudo.",No aspect,None
Não precisei ligar o aquecedor.,No aspect,None
"O quarto é pequeno, mas só utilizávamos ele pra dormir mesmo.",No aspect,None
"O funcionário Mourad foi excelente e simpático nos ajudando a encontrar os lugares, a transportar as malas e a encontrar um transporte de volta para o aeroporto.",No aspect,None
"O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.",hotel,1
"O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.",serviço,1
"O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.",internet,1
"O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.",localização,-1
"No entanto, ele está de frente para a estação de metrô Quai de la Gare e a poucos metros de um mercadinho e de uma padaria, onde se pode tomar café da manhã (o do hotel é pago e achei caro para o que se tinha).",No aspect,None
"O quarto é bom, banheiro um pouco apertado, mas tudo bem limpo e organizado.",No aspect,None
A equipe do hotel foi solícita e atenciosa.,No aspect,None
Recomendo.,No aspect,None
"Hotel novo, boa localização, atendimento ágil e cortês.",hotel,1
"Hotel novo, boa localização, atendimento ágil e cortês.",localização,1
"Hotel novo, boa localização, atendimento ágil e cortês.",atendimento,1
Há 5 minutos do Shopping Total.,shopping,0
Ponto negativo: o room-service estava fechado.,No aspect,None
Fomos atendidos pela nutricionista que foi bem atenciosa e rápida.,No aspect,None
Recomendamos.,No aspect,None
"O hotel fica ao lado da Korea Town, uma rua bem tranqüila com uma praça em frente e a Macys do outro lado, na rua 33 existe uma delegacia de policia o que torna a região bem segura mesmo a noite.",hotel,0
"O hotel fica ao lado da Korea Town, uma rua bem tranqüila com uma praça em frente e a Macys do outro lado, na rua 33 existe uma delegacia de policia o que torna a região bem segura mesmo a noite.",rua,1
Quartos amplos e confortáveis.,quarto,1
A saída do metro é praticamente na porta do hotel (uns 10 metros da entrada).,No aspect,None
Existem vários locais para tomar Café ao lado do Hotel.,No aspect,None
Está a uma estação do Times Square e uma rua do Empire State.,No aspect,None
"Estive a Paris no mês de outubro, e uma cidade magnifica, com um nivel cultural excelente.",cidade,1
"Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .",hotel,1
"Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .",museu,0
"Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .",preço,1
o café da manha e servido em uma agradavel sala e assim também e possivel conhecer gente de varias nacionalidades!!!,No aspect,None
"Muito bom hotel, perto da estação de metro St Lazare, fica localizado perto das principais atrações de Paris para quem gosta de ir caminhando.",hotel,1
O café da manhã é bom (pago) e internet bem rápida.,café da manhã,1
O café da manhã é bom (pago) e internet bem rápida.,internet,1
O atendimento sempre foi prestativo mesmo eu não falando francês e inglês.,atendimento,1
"O quarto é bem limpo e tem frigobar, janelas que abrem e banheiro limpo e novo.",No aspect,None
A única coisa é que poderiam colocar pelo menos um atendente que fale espanhol.,No aspect,None
"Ótima localização, ótimo quarto.",localização,1
"Você ainda pode desfrutar das piscinas com dj , estilo louge, Liquid Pool ,que o hotel ofere,super animado com muitos jovens.",piscina,1
Muito satisfeita com minha escolha de hospedagem no Hotel Aria.,No aspect,None
"É um hotel mais moderno e contemporâneo, se comparado ao Hotel Wynn por exemplo, que possui arquitetura mais clássica.",No aspect,None
"O restaurante do hotel para almoco e café da manha é um espetáculo, e o preço super viável.",No aspect,None
. Recomendadísimo.,No aspect,None
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.",hotel,1
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.",localização,1
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.",funcionários,1
