inputs;aspects;sentiment
Hotel limpo, com boa localização, funcionários atenciosos e prestativos!    O Casino do hotel é pequeno e bem iluminado, com aroma de baunilha, utilizado para amenizar o cheiro de cigarro, charuto, etc., o que torna o ambiente agradável!    O quarto não é tão grande, mas é limpo e possui boa relação custo benefício!    Meu conselho, vai à Vegas e não quer gastar muito com hospedagem? Tropicana será o seu lugar!;hotel;1
Se hospedar nesse hotel é como fazer parte de um filme! O quarto é ótimo, limpo, serviço de quarto bom! Ñ tem cafe da manha incluso, mas no saguão ha starbucks e mcdonald para o café! Pelo preço da diaria achamos que seria um hotel antigo, mas ele está muitissimo conservado! Vale muito a pena ficar nesse hotel que faz parte do skyline dessa cidade linda!;serviço de quarto;1
No Brasil, quando o hotel é muito ruim, chamamos de Pulgueiro, esse hotel em Paris é LITERALMENTE um PULGUEIRO, pois o quarto era infestado de Pulgas. O atendimento pelos recepcionista é pessimo e de mau humoro. Quarto sujo e com cheiro ruim.;hotel;-1
Recomendado para quem vai pegar o aeroporto muito cedo ou para quem chega muito tarde. Fica a 500 metros do terminal e possui transporte próprio para levar e trazer do aeroporto.Quartos amplos, com ar e frigobar. Aspecto ruim é que o Expressinho não possui elevador.;aeroporto;1
Melhor localização impossível! Bem localizado com ótimos restaurantes ao redor! Próximo do metro, rua bastante movimentada de dia e a noite, mais frequentada por jovens estudantes.   O hotel em si não oferece grande conforto e sofisticação, o elevador e os quartos são pequenos, mas vale lembrar que a grande maioria dos hotéis de Paris oferecem quartos não muito espaçosos. Os funcionários são bastante atenciosos e solícitos. Voltaria a ficar neste hotel devido a localização privilegiada.;funcionários;1
Ficamos num apartamento de 2 quartos. Ambos com banheira, embora o chuveiro tivesse pouca pressão. Maquina de lavar roupa e louça e secadora de roupa. Localizado logo ao fundo do MGM, muito sossegado. Fuja da proposta de compra do hotel, demora 3 horas e o café oferecido é somente café, suco, ovos mexidos e uns pãezinhos.sem serviço de limpeza diário.;limpeza;-1
Gostei muito do hotel.Tudo novo, uma estrutura excelente. Quarto limpo e bem decorado.Atendimento excelente, café da manhã com muita variedade.o único defeito é a localização do hotel.Fica numa rua deserta, afastada das boas atrações da cidade.se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel);cidade;1
O hotel fica bem no meio da Strip, quase em frente as fontes do Bellagio. O Cassino possui som animado e dançarinas que ficam sobre algumas mesas dando um show à parte. Infelizmente a internet é paga e o café da manhã não estava incluído (apesar de constar na reserva)... A boate Galery dentro do hotel é pequena mas possui ótima música e é bem frequentada. O Buffet é excelente ! Recomendo.;hotel;1
Eu e minha esposa ficamos de 17/09 a 27/10 e adoramos o hotel com sua localização, limpeza e serviço de congierge, existe a necessidade de deixar a bagagem com o maleiteiro do hotel (2 dolares por mala), mas conseguimos adiantar o check-in para as 13 horas sem traumas, de resto a cama era muito confortável voltarei a me hospedar qdo voltar para NY.;serviço;1
Otimo Hotel, boa estrutura de alimentação. Excelente localização para quem quer conhecer e andar por NY. Nao deixar de jantar uma noite no restaurante giratório do 48 andar, a vista e magnifica e o bufet muito bom. O preço da diária e um pouco caro pois nao inclui o café da manha, senão fica mais Salgado. Mas vale muito a pena pois o Hotel nao e daqueles velhos e também caros de NY. O Quarto e excelente, muito espaçoso.;preço;-1
Hotel afastado da Strip. Bom para que quer descansar do agito ou tem crianças. O padrão é muito bom e segue a marca Confort Suites. Quartos amplos, bem equipados, janelas anti-ruído e bom café da manhã. Estacionamento e Wi-Fi grátis. Uma bagatela! O atendimento é muito cordial, inclusive te esperando com água gelada cada vez que vc passa pela recepção.  Room Tip: Apartamento de fundos são mais silenciosos;apartamento;1
Ficamos hospedados 1 noite ótimo quarto tudo novo, camas excelentes frigobar completo, atendimento bom, muito silencioso e ar condicionado splitJa me hospedei 2 vezes neste hotel, custo beneficio 100%;hotel;0
Já me hospedei várias vezes no Victoria Chatelet e sempre pelo mesmo motivo. É a melhor localização de Paris. Os funcionários, simpáticos e atenciosos se esforçam para ajudar.  Ocorre que os quartos estão em condições lastimáveis. Cortinas velhas e sujas, papel de parede rasgados, quartos escuros e com pouca ventilação, cadeiras da sala do café da manhã furadas e com a palha rasgada. Definitivamente vou procurar uma alternativa para me hospedar caso o Hotel não reforme os seus quartos e dependências.;cortina;-1
Estive neste hotel por 2 dias fazendo um curso pela minha empresa, deram uma lista de hotéis e acabei escolhendo este pela localização, mas acabei me arrependendo muito desta escolha. O quarto era muito ruim, eu entrava de lado (não sou gordo), para entrar no box do banheiro também precisava malabarismo, sem contar um objeto pontiagudo que exite no chão para a porta do box não bater, que pode ocasionar acidentes. O atendimento também foi ruim e o café não chega nem perto ao de outros hotéis da região em que já me hospedei. Como dica, fica a de que virando a esquina existe um hotel muito melhor pelos mesmos preços praticados neste.;atendimento;0
Amei este hotel..Las Vegas é um sonho e todos os hoteis sao maravilhosos.....mas este aqui fica bem no inicio da Strip, perto do aeroporto (mas o barulho dos avioes nem chega perto do hotel). O hall do hotel é muito cheiroso, equipe muto atenciosa. Quarto amplo e cama muito confortavel..banheiro maravilhoso...  Room Tip: Pagar mais caro mas pegar quarto de frente para STRIP;cama;1
Hotel aconchegante, pessoal simpático e sempre prontos a te ajudar, localização muito boa.voltarei lá com certeza! Meu quarto ficava no segundo andar, tinha uma vista linda para o jardim interno do hotel. Não era grande, mas como estava sozinha, me satisfez plenamente.  Room Tip: Limpeza, Ta manho do quarto, armários suficientes para guardar suas coisas,localização preço justo c...;hotel;1
Excelente relação custo benefício,´sem luxo, mas limpo e muito bem localizado, no meio da Strip, quartos espaçosos, ligação interna com o Paris, amplo estacionamento gratuito ( como todos os hotéis em Vegas), boa piscina, estação do Monorail,Wifi paga (e cara). Fuja do breakfast do Buffet, é uma pegadinha, não inclui bebidas, nem café.;luxo;1
Las Vegas é conhecida pelos seus hotéis luxuosos e seus cassinos.Fui em quase todos os hotéis, cada um c sua beleza,mas confesso q o charme do Wynn é incomparável!Um hotel novo, moderno,claro,sem aquele cheiro de cigarro,com piscinas espetaculares,tudo muito perfeito, EXTRAORDINÁRIO!Ah,a localização dele é EXCELENTE...possui um shopping bem na frente c as melhores lojas!Vai p Las Vegas???Fique no Wynn!;shopping;1
Estive com meus filhos jovens por 5 semanas, os meninos estudando e eu uma mãe muito feliz! Gostei muito do serviço, os funcionários muito atenciosos, bom café da manhã, jantar de seg. a quinta de cortesia. Para quem quiser se sentir em casa, podendo preparar suas refeições, com serviço de lavanderia, office e Van transporte até Strip e mais...eu recomendo!;lavanderia;1
Os quartos sao organizados, o cafe da manha e bom tem varias opçoes de bolos tem salada de frutas.A recepçao e otima. A internet e paga um valor alto.Os recepcionistas sao solicitos. Ja quanto ao serviço de room service sao limitados a um determinado horario.A localizaçao e otima no centro da cidade tem tudo proximo.Lavanderia deles nao funciona direito se a empresa que paga para eles esquece eles vao fazer de tudo para nao lavar a sua roupa. O famoso jeitinho brasileiro.;lavanderia;1
Paris tem preços caríssimos de hotel e o Paris Villete é um dos mais baratos. Tem excelente localização, muito próximo ao metrô, restaurantes, padarias e supermercados. Os quartos são pequenos, mas limpos e confortáveis. Excelente opção para quem apenas dorme e toma banho no hotel. Excelente atendimento e internet wifi;atendimento;1
A localização do hotel é privilegiada, contudo a miniatura do apartamento causa um certo desconforto para o hóspede. À noite rola um night club no hotel mas o revestimento acústico impede que o barulho incomode. O café da manhã, pago por fora, não oferece nada diet restringindo as opções de quem faz dieta.;café da manhã;-1
Tudo nele é bom, localização, gentileza do staff, tamanho do quarto, bar fantasico, comida maravilhosa, e se você puder pelo menos uma vez na vida passar o reveillon nele, é a cereja do bolo. O restaurante além de ser lindissimo tem um chef com tres estrelas michelin e é imperdível. Só não espere que seja barato.  Room Tip: Ficamos em um apartamento que não dava para a rua, mas era muito silencioso para dormir, e creio que...;localização;1
Quartos velhos, cheira mofo, sujidades nas paredes, trincas, tv muito antiga de tubo, poucos canais na tv, elevadores antigos. A entrada do hotel da impressão de ser um hotel de alta rotatividade. O café da manhã é honesto, nada de mais, mas é o unico ponto positivo do hotel.;quarto;-1
Comparando com outros hotéis, o quarto não é tão pequeno. Tem cozinha completa que permite fazer lanches e café da manhã. Para que quiser tomar café no próprio hotel, é o padrão americano, sem muita variedade e quase sempre tem que esperar por um lugar. A localização é segura e perfeita para quem quer proximidade com a Broadway. A limpeza é boa e os funcionários muito atenciosos, se esforçando para falar alguma coisa em português. Com certeza voltarei a este hotel quando for a NY.;localização;1
O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos. A localização é perfeita, próxima a Times Square, quase em frente da Public Library e do Bryant Park. A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY. Com certeza me hospedaria lá novamente!;café da manhã;-1
O hotel seria um hotel de negócios 3 estrelas muito bom, porém está classificado como 4 estrelas, para esta categoria ficaram faltando: espaço no quarto, decoração mais personalizada, mais elevadores (só tem 1), sala de espera e sala de trabalho na recepção, serviços melhores, restaurante, academia, dentre outras.;quarto;-1
O hotel é muito charmoso. Os quartos são decorados com bom gosto, muito limpos e confortáveis. O banheiro é bem pequeno - o que é compreensível sabendo-se do problema geral de falta de espaço em Paris. Os atendentes também falam inglês e são muito gentis e atenciosos. A localização é perfeita, e o preço é convidativo em se tratando de Paris. Recomendo muito!;quarto;1
Atendimento não compromente.  Um pouco distante do metrô, principalmente no frio. Quarto minúsculo, embora com cama boa e chuveiro quente.  Banheiro minúsculo também, com porta abrindo para lado errado.  O local é sossegado e com alguma infraestrutura, mas acredito existirem opções melhores pelo mesmo preço. Para quem viaja só pode ser uma opção, para casal não.;preço;-1
"Reserva pela Internet muito rápida e sem complicações! A opção de confiar no cliente e não ter que pagar nada na reserva é fantástica!  Excelente localização;  Atendentes na recepção muito solícitos que auxiliaram na reserva do táxi, instruções e auxílio para guardar a mala;  Hotel limpo e moderno!  Para Paris, uma boa relação de preço e qualidade.";preço;1
Tudo de bom ! Ótima localização , front desk nota DEZ e limpeza 1000 !  inham nos dito que era barulhento , mas que nada ... nossa suíte 1725 era bem tranquila !  Fomos 2 mães com as filhas pequenas , as meninsa adoraram a pequena cozinha ... assim quando chegávamos cansadas podíamos cozinhar algo para elas rapidinho !  Com certeza voltaria !;cozinha;1
ótima localização, bem no meio da Strip. ótimo custo benefício. piscina animada. Os banheiros poderiam ser mais novos, mas atendem as expectativas.Fiquei na parte mais antiga. só não gostei de uma coisa, na sexta-feira, meu último dia de estadia, eles fecharam a piscina as 16:00 para um evento particular ... não achei legal fechar a piscina tão cedo logo numa sexta-feira, mas no mais, foi tudo ótimo.;piscina;1
Hotel com execelente localização, perto de tudo e silencioso, muito conforto, quartos de bom tamanho, cama queen, escrivaninha, duas cômodas, armário com táboa de passar roupa e cofre, sempre muito limpos, banheiro também execelente com banheira, secador de cabelo e água quente, tudo muito novo. Todo pessoal prestativo. O café da manhã fazíamos numa lanchonete chamada Red Flame quase ao lado. Quando retornar à Nova York, ficarei hospedado neste hotel.;localização;1
Fui a negocios e pouco fiquei no hotel. É relativamente bem localizado, porem com quartos bem simples e antigos. Os apartamentos possuem cama, cozinha e banheiro. A limpeza e o serviço definitivamente não são pontos fortes. No geral, as impressōes não são das melhores.;apartamento;-1
Ótima localização, prédio moderno com todas as facilidade e serviços necessários e com um certo mimo. Caf´da manhã com um muito bom buffet, incluso na diária, wifi, cofre e funcionários bem atenciosos, eficientes e dispostos a judar sempre.  Esse hotel faz parte da rede Hilton e oferece um excelente serviço com qualidade para clientes frequentes e mais exigentes que não precisam de um 5* em NYC.  Eu recomendo esse hotel em NYC como um dos melhores para uma estada com muito  conforto.;localização;1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;elevador;-1
O hotel é simples, mas o quarto e as camas são grandes. Tudo muito limpinho e bem arrumado. O café da manhã é simplérrimo, dois tipos de pão, leite e café (mas é um dos poucos hotéis de preço mais barato em NY que oferece esse desjejum). Gostei também da localização! Enfim, recomendo para quem procura um hotel com um bom custo-benefício!;custo-benefício;1
Este hotel segue o estilo Ibis: seguro, limpo e com preços razoáveis. Contudo, o charme deste hotel é a localização, que é excelente! Ao entorno do hotel existem vários cafés, restaurantes, mercados, etc. Além disso, localiza-se a poucas estações de metro dos principais pontos turísticos. Os quartos dos fundos são silenciosos. Eu retornaria ao Ibis Grands Boulevards e recomendo a todos!;preço;0
Boa localização, perto da Times Square e Columbus Circle, bem central. Pode-se ir a pé para várias atrações turísticas ou apenas para flanar na cidade. Bons restaurantes e lanchonetes próximos. Funcionários prestativos e atenciosos. Pela categoria do hotel poderia ofertar wifi free para os hospedes pelo menos no lobby do hotel. O ponto negativo foi apenas que duas noites após chegarmos cansadas não havia toalhas no banheiro e tínhamos que pedir para trazer, mas eramos prontamente atendidas.;localização;1
Comparando com outros hotéis, o quarto não é tão pequeno. Tem cozinha completa que permite fazer lanches e café da manhã. Para que quiser tomar café no próprio hotel, é o padrão americano, sem muita variedade e quase sempre tem que esperar por um lugar. A localização é segura e perfeita para quem quer proximidade com a Broadway. A limpeza é boa e os funcionários muito atenciosos, se esforçando para falar alguma coisa em português. Com certeza voltarei a este hotel quando for a NY.;cozinha;1
A minha hospedagem foi muito boa. O único porém na época da minha avaliação era que o hotel era recém inaugurado e os funcionários não pareciam muito bem preparados para lidar com algumas situações, como por exemplo tiveram dificuldade em entender minha reserva, pois a data estava no formato dia/mês/ano e eles entenderam como mês/dia/ano. O café da manhã também não é grandes coisas, meio cansativo, melhor não contar com ele. Agora o clima, limpeza, qualidade e localização foram muito boas.;limpeza;1
Bonito: os móveis e a decoração são de extremo bom gosto, com equipamentos novos e funcionando perfeitamente.  Aconchegante: o quarto, as camas, travesseiros e edredons são um convite ao descanso.  Super bem localizado: perto do melhor da cidade - fazíamos tudo a pé.  Atendimento e serviço nota 10: tudo limpíssimo, sempre arrumado, desde a recepção até o quarto. Atendimento do lobby, concierge e serviço de quarto nota 10!  Não tivemos nenhum problema, não houve do que reclamar. Excelente!;cama;1
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;hotel;1
Estive agora em setembro pela segunda vez neste aconchegante hotel na fronteira entre Quartier Latin e Saint German de Pres. Mesmo com o intervalo de 18 anos entre uma visita e outra, o Hotel manteve o mesmo nível de atendimento e conforto. Banheiro bom, reformado. Pessoal da recepção falando também inglês, localização maravilhosa, no ponto mais charmoso e boêmio de Paris. Recomendo fortemente.;atendimento;1
Ficamos no Nyma (casal com 2 filhos ) e adoramos. Ótima localização, ao lado do Empire State, bem perto da Times Square e do Madison Square Park . Os funcionários super prestativos , quarto limpo e confortável, sem contar que é um dos poucos que disponibiliza café da manhã, o que já é uma ajuda e tanto, e sempre tem café e chá na recepção. ”;casal;1
Gostei do hotel, mas vou direto aos pontos negativos: o ar condicionado não funcionou. Pedi o reparo e não fui atendida. Além disso, a fila para o check-in foi vergonhosa, fiquei quase duas horas em pé. Tirando isso, achei o quarto maravilhoso (bonito e limpo) e a localização é incrível. Metrô na calçada do hotel e funcionários muito simpáticos. O preço é salgado, mas vale a pena. Eu recomendo!!!;localização;1
Parte boa: Hotel bem localizado no centro, próximo à prefeitura, mercado municipal, shopping, usina do gasometro, etc.Parte ruim: Instalações e serviço deixaram a desejar. A recepção parece que foi reformada, pois está novinha e muito bem cuidada, com relação ao resto do hotel. Quarto com cheiro de mofo, moveis antigos, instalações mal conservadas no banheiro. Café da manhã muito muito, muito caro.;hotel;-1
"Nos hospedamos eu e minha esposa em outubro de 2010, por conta de nossa Lua de Mel, fomos muito bem recebidos pela Cristina, nos deu dicas maravilhosas; realmente ela é muito boa funcionária e conhece a fundo a cidade. E o principal, fala português. O Hotel está muito bem localizado, perto de metrô, bistrôs e um forte comércio local. O hotel é pequeno, mas bem ajeitado, com um café da manhã muito bom.";hotel;1
Acomodações simples, mas bem limpas. Atendimento bom. As salas para eventos são meio apertadas e limitadas. A localização é muito boa, perto de tudo no Centro. Café bom. O hotel fica na Andradas e não tem estacionamento. Tem que deixar o carro próximo.;estacionamento;1
O melhor do Marriot Marquis é definitivamente a sua localização. No coração da Times Square, é perfeito pra quem gosta de ficar passeando até tarde (a Broadway fica lotada até umas duas da mafrugada). Também fica perto da 5a. avenida e do central park. O quarto é bem espaçoso e acomoda 4 pessoas sem problemas (inclusive com bastante malas). Recomendo.;quarto;1
Hotel excelente.   Ótimo atendimento de todos os funcionários e do Gerente Geral. São muito gentis, atenciosos. Hotel muito confortável e agradável. Excelente localização. Quarto muito confortável, limpo e bem decorado e bem mobiliado.   Chagamos cedo, antes do horário do check-in e fomos imediatamente para o quarto reservado. Fomos recebidos pelo Gerente Geral, muito atencioso e educado, sempre perguntando se estávamos bem.;funcionários;1
Hotel bem localizado ao lado do metrô, varios restaurantes ao lado, super mercado, zara, HM , uma padaria sensacional ao lado,, um café muito legal em frente ao hotel, farmácia. enfim maravilhoso e o preço muito justo.  Room Tip: os apartamentos são um pouco pequenos, portanto aconselho a não levar malas muito grandes;preço;-1
Eu tive o prazer de ficar no Hotel Residencial Juliz por duas noites em maio de 2012. O proprietário, Julio, é um homem muito sério e inteligente, e isso é refletido em seu hotel. O Hotel Residencial Juliz tem acomodação básica, com uma aparência geral sem pintura. No entanto, tudo funciona e está em bom estado de conservação. Tem Wi-Fi gratuita e camas adequadas. O os chuveiros e trancas funcionam e as luzes são claras o suficiente para que se possa fazer coisas no quarto à noite. Julio e sua equipe são prestativos, gentis e atenciosos. Em um momento, Julio não estava no hotel e me ligou especialmente para responder uma pergunta e me dar dicas sobre minhas atividades propostas. Há evidência de melhoramento contínuo com escadas e outros, então você pode chegar e encontrar tudo maravilhosamente pintado. Acima de tudo, o preço é justo. A localização é na parte antiga de Porto Alegre, com interessantes ruas sinuosas e uma variedade de locais simples para comer. É uma área residencial, que, na Austrália ou Estados Unidos, já estaria povoada pela classe média. Está a uma distância de 1 km do Gasômetro e a uma caminhada curta do Centro Histórico. Não é muito longe para andar até a maioria dos locais de interesse como o Mercado Público (mais rápido se você for pelas colinas). Há um bom supermercado a 5 minutos de distância. Como eu falo português, eu não vi quanto o inglês é falado por aqui, mas Julio responde rapidamente os e-mails, então você pode descobrir isso facilmente. Esse lugar não é o Hilton Hotel, mas eu fiquei confortável e feliz e minha avaliação está endereçada para os viajantes econômicos.;localização;1
Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.;hotel;1
O Ibis Combronne está na minha opinião em um dos melhores bairros de Paris. O bairro possui ótima infraestrutura com restaurantes, supermercados e farmácias, alem do metro que esta a 200 metros do hotel. O Staff do hotel é muito atencioso, porem o quarto deixa muito a desejar. É bem pequeno e o banheiro minúsculo. Se você possuir três malas médias / grandes, você terá dificuldades de se locomover dentro do quarto.;quarto;-1
Ja estive em hotéis de luxo em Vegas como Bellagio e Wynn.  Desta vez, precisava de algo mais econômico e escolhi o Ballys pela localizaçao privilegiada.  Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.  De bônus, ainda tinhamos uma vista linda pra Torre Eiffel e vista parcial pra fonte do Bellagio.  Se vc precisa economizar na hospedagem, escolha o Ballys!;cama;1
Hotel bem localizado, próximo a Times Square. Quarto grande e limpo, com roupas de cama razoáveis e toalhas de banho muito pequenas. Sentimos falta de um frigobar. No banheiro também não tinha box, e sim um plástico por fora da banheira que contribuía para molhar todo o banheiro. O Café da manhã salvou o hotel no meu ponto de vista, pois era muito bom, considerando o padrão americano. Equipe do hotel não poderia ser mais antipática.;hotel;-1
O pessoal do Concierge é muito atencioso, mas, infelizmente, nem todos os atendentes do Front Desk o são.    O hotel é bem estruturado e possui um shopping enorme e bons restaurantes.   A localização é ótima, pois fica no meio da Strip.   O serviço de quarto deixa um pouco a desejar. Eles demoram a arrumar os quartos e não são muito sorridentes.   O quarto é muito bom e bem equipado, mas tudo o que você usa é cobrado (ex.: rede wireless e cafeteira).;serviço de quarto;1
Muito legal, quartos grandes e sempre estavam organizados qdo voltavamos. Todos tem carpete, nao gosto muito mas enfim... sobrevivi. Procure a caça niquel do Magico de Oz, eh muiiiiiiiito bom e divertido. Ganhei o suficiente pra pagar minha estadia em Vegas. A localizacao eh otima, vc pode sair a noite a pé sem medo.;quarto;1
Bonito: os móveis e a decoração são de extremo bom gosto, com equipamentos novos e funcionando perfeitamente.  Aconchegante: o quarto, as camas, travesseiros e edredons são um convite ao descanso.  Super bem localizado: perto do melhor da cidade - fazíamos tudo a pé.  Atendimento e serviço nota 10: tudo limpíssimo, sempre arrumado, desde a recepção até o quarto. Atendimento do lobby, concierge e serviço de quarto nota 10!  Não tivemos nenhum problema, não houve do que reclamar. Excelente!;atendimento;1
Fim do ano em Vegas os preços dos hotéis ficam muito caros, e neste hotel os preços eram muito baratos. É realmente longe da agitação da Strip, e precisa de carro para se hospedar por lá, mas o atendimento foi fantástico do início ao fim.  O quarto era enorme, muito limpo, bonito, com internet gratuita nos quartos sem precisar pagar por resort fee.  Um dos melhores hoteis que fiquei em Vegas.;quarto;1
O Hotel fica muito bem localizado, entre a 5ª e a 6ª avenida, na frente do Central Park South e a poucos passos do Columbus Circle, onde há linhas de metrô para todos os lados de NYC.  A vista do salão do café da manhã é maravilhosa, e compensa o serviço de café que não tem diversidade nenhuma (pão, cream cheese e salada de frutas todos os dias). Os quartos são amplos e muito bem cuidados, apesar da idade do hotel.;hotel;0
Não teve água e telefone por 2 dias, tivemos que trocar de hotel  Não teve água e telefone por 2 dias, tivemos que trocar de hotel  Não teve água e telefone por 2 dias, tivemos que trocar de hotel  Não teve água e telefone por 2 dias, tivemos que trocar de hotel;hotel;-1
Os quartos são pequenos, o local para guardar roupas é ruim, o café-da-manhã até que é bom, e não tem acesso wi-fi para os hóspedes. Uma coisa boa é que fica no centro próximo a bares, hotéis, shoppings, e perto do aeroporto também a 10km de distância.;quarto;0
Estive em novembro/2010, por 6 dias, hospedada neste hotel com familiares. O atendimento dos recepcionistas foi desigual e arrogante. Sou gaúcha e sei que a hospitalidade sulista é bem conceituada. Umas das situações que mais nos constrangeu foi de não poder receber visitantes/familiares no quarto, por causa do risco de pagar 1/2 diária. No geral o hotel está muito velho e ultrapassado. Não estou reclamando disso pela decepção que tive com a recepção, mas porque é uma verdade. Espero que esta mensagem ajude o próprio hotel a melhorar, em todos os setores, mas principalmente no atendimento. Por enquanto eu não o recomendaria a nenhum conhecido.;quarto;-1
Gostei muito do hotel.Tudo novo, uma estrutura excelente. Quarto limpo e bem decorado.Atendimento excelente, café da manhã com muita variedade.o único defeito é a localização do hotel.Fica numa rua deserta, afastada das boas atrações da cidade.se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel);atendimento;1
"Reservei este hotel por referência de amigos. O preço é muito bom, assim como a localização. Entretanto, o quarto é muito simples, não tem frigobar; o lobby cheira a cigarro; o hotel cobra para receber encomendas (por exemplo, compras pela internet). Não vale a pena voltar!  Room Tip: Peça vista para a Strip e andar mais alto.";hotel;1
Hotel muito bem localizado, perto da Torre, perto de estações de trem.  O meu quarto era vista Rio Sena, e os demais quartos também tinham vista boa. O quarto que eu fiquei era triplo, muito espaçoso vale a pena.  A recepção era ampla e bem decorada, os funcionários atenciosos.  Um porém que no café da manhã tinha muita fila no horário de 8:30 a 9:30 da manhã.;hotel;-1
Bom hotel, quarto de bom tamanho, cama confortável, banheiro com banheira mas com ducha fixa, cafe da manha muito bom. Este hotel esta localizado em uma rua residencial sem muitas opções de restaurantes e lojas, porém andando um pouco, na vaugirard existem varias lojas, supermercados... Metro a uma caminhada de uns 10 min. Uma boa opção em Paris.;quarto;-1
Tive em Paris com meu marido e mais alguns amigos e ficamos durante 08 noites nesse hotel. Foi tudo perfeito. As instalações são novas, bem cuidadas, bem decoradas, o café da manhã é maravilhoso, tem recepecionista que fala português, o que ajuda muito, e a localização também e excelente, pois é perto de estações e metro, shoppings, restaurantes e outras atrações. Com certeza recomendo a todos e quando voltar a Paris, vou ficar lá.;café da manhã;1
Os quartos são bons e baratos. Sempre que meu pai vai a curso em POA ele fica hospedado nele. Custo benefício bem bom. Um hotel bem simples, mas limpo. Recomendo para a estadia de poucos dias. Os funcionários são educados e prestativos. O café da manhã é bom.;quarto;1
Hotel com atendimento, serviços e acomodações ruins.Roupa de cama e toalhas sujas, não tem limpeza de quarto, cheiro de cigarro em todo o hotel, sem internet. Localização pessima.Nivel do atendimento: fui fazer o check-in e a recepcionista falou para eu pagar apenas um dia, porque geralmente as pessoas não gostam do hotel e não ficam o final de semana todo.;quarto;-1
No meio da Strip, ao lado do Paris e em frente do Bellagio. Quarto amplo e confortável. Claro, com ampla janela. Banheiro limpo, bem iluminado e com trocas de toalhas diárias. Sem cheiro de cigarro. Internet paga(14 dólares). Ampla área de piscina. Lojas e fast foods no mesmo andar da piscina. Preço bom. Recomendo.;internet;1
O hotel é ótimo, muito confortável, e divertido. Mas, se vc precisa depender da lavanderia, esqueça! Deixei roupas para lavar um dia antes de voltar pro Brasil, disseram que entregariam ainda pela manhã, e até hoje, passado mais de um mês, continuo esperando. E o pior é que não respondem aos emails!;hotel;-1
O Hotel é pequeno, mas fica no coração de tudo. Você vai a pé para os teatros, restaurantes, lojas e tudo o mais. Fica a 2 minutos da Times Square. Há um bom restaurante no próprio hotel. Porém há quartos muito pequenos, embora existam outros de bom tamanho. Único problema é uma boate, um pouco barulhenta, mas o som não chega nos quartos.;teatro;0
Gostamos muito do hotel, tudo pertinho: Times Square, teatros da broadway, 5th avenida, fomos a esses lugares tudo a pé. Metrô a 100 m do hotel para os passeios mais distantes. A limpeza dos quartos é impecável, funcionários gentis, ficaríamos novamente. Realmente uma pérola. Quanto ao café da manhã que está incluído na diária diria que é bom, com iogurte, frutas, pães e suco, mas nada comparável com o café aqui dos hóteis do Brasil que estamos habituados .;limpeza;1
O hotel, novo, é localizado em área residencial. Os quartos são amplos, novos e limpos. O banheiro era lindo e funcional, separado do vaso sanitário. Nosso quarto tinha uma cama de casal e um sofá cama para casal. Acomodaram bem nossa pequena família. Com uma família alérgica à poeira, não tivemos nenhum problema, o que é raro em hotéis do mesmo padrão em Paris. Dispõe de internet wi-fi em dois computadores para uso gratuito dos hóspedes no lobby. O café da manhã continental é correto.;hotel;0
Da recepção, ao serviço de café, camareiras e serviços gerais, tratamento cordial e atencioso. Boa localização, próxima ao Metro estação NATION. Área segura, muitas lojas, boa comida, supermercado, etc.  Room Tip: Fiquei na suíte júnior, cama de casal e uma de solteiro, tem pia, frigobar, fogão elétrico, microond...;recepção;1
É necessário verificarem as sanitas, pois um dos quartos tinha uma sanita cujo rebordo magoava sendo passível de causar ferimentos. Àparte esta situação, recomendamos este hotel. O atendimento é muito bom, bem como a nível de informações e limpeza. Os quartos são grandes e muito bem equipados. A nível de pequeno almoço também o consideramos muito bom, tendo bastante variedade de escolha.;almoço;1
Hotel bem localizado, no centro de Porto Alegre, próximo ao Mercado Municipal e a Casa Mario Quintana. Os apartamentos são bons, limpos, embora sejam muito escuros. Café da manhã bom, com variedades e qualidade. Funcionários atenciosos.;apartamento;1
