inputs;aspects;start_position;end_position
Ótima localização, alguns passos da Time Square, estação do metrô, tkts( ingressos promocionais para shows), 5th avenue, Central Park, etc....   Fomos brindados com um upgrade de quarto - espetáculo !!!   O Hotel oferece café da manhã e wi-fi com preço incluso na diária .   ESCOLHA CERTA - RECOMENDO!!!;hotel;207;212
Hotel muito legal ! Ambiente jovem , descolado , moderno .Quarto pequeno mas clean e agradável . Diferente de outros hotéis que costumávamos nos hospedar em NY . Terraço na cobertura com um bar muito legal e vc mesmo faz o check in e check out nos computadores do hall de entrada . Com toda certeza nos hospedaremos novamente neste Hotel .;quarto;58;64
A estrutura do hotel é muito boa. A piscina é excelente e os quartos também. A única coisa que não gostei muito foi da área do cassino, muito fechada e escura. Além disso o café da manhã, que era incluso na diária, era servido em uma lanchonete do hotel ao lado. O valor do café era fixo e tínhamos que escolher poucos itens. Mas o hotel é muito bem localizado!;cassino;127;134
Instalações excelentes, funcionários super educados e muita tranqüilidade! Para quem quer evitar filas gigantescas de check in, demora na espera de taxi e aquela doideira toda da strip, esse é o melhor hotel! Com menos de 10 dólares você chega em qualquer hotel badalado da strip! Fora o quarto que é enorme, na verdade um flat!;funcionários;24;36
Primeiro ponto: A localização é muito boa, facilitando o acesso aos demais pontos da cidade Segundo ponto: A receptividade por parte dos funcionários também é boa Terceiro ponto: A estrutura do prédio é consideravelmente boa, um ponto negativo é em relação ao prédio ao lado, pois o mesmo transfere um mal cheiro no corredor para acesso aos quartos Quarto ponto: A internet poderia ser melhor, nem sempre consegui acesso.;quarto;341;347
Hotel bem localizado, em uma boa região, proximo a estação de metrô. Atendentes prestativos.Café da manhã muito simples e caro pelo o que oferece.Boa opção de hotel para um dia que não esteja tão quente, pois o mesmo não possui ar condicionado, e quando fui, não havia disponibilidades de ventilador. Hotel reformado recentemente.;café da manhã;92;105
Hotel fica perto de 3 estações ( Montparnesse, Edgar Quinet e Gaité ), você terá muitas opções para se locomover para vários pontos de Paris. Atendimento rápido e cordial, quarto confortável, banheiro grande com a parte de banho separada da bacia sanitária. Cafeteira com chá e café e wifi free no quarto. O café da manhã é execelente.;atendimento;142;153
Já me hospedei duas vezes neste hotel. Simples, ótima localização e confiável.  Equipe prestativa. Café da manhã bom.  Excelente custo benefísio. Me hospedei em fevereiro de 2012 e outubro de 2010.  O quarto é um pouco pequeno, mas acho que Paris tem disso em alguns hoteis.  Os quartos terreos sao um pouco barulhento.  Se eles reformassem o hotel ficaria melhor, mas gostei bastante.;café da manhã;99;112
A localização é boa, assim como o tamanho e valor dos apartamentos. Ele fica próximo a supermercados e metrô, o que facilita muito. Contudo, os recepcionistas (homens) deixam a desejar (são um pouco rudes). O banheiro tem um cheiro insuportável de urina, agravado pelo fato da limpeza não ser realizada todos os dias. Tivemos que comprar desinfetante para colocar nos vasos. Entretanto, no geral classifico o hotel como bom.;limpeza;277;284
Ficamos num apartamento de 2 quartos. Ambos com banheira, embora o chuveiro tivesse pouca pressão. Maquina de lavar roupa e louça e secadora de roupa. Localizado logo ao fundo do MGM, muito sossegado. Fuja da proposta de compra do hotel, demora 3 horas e o café oferecido é somente café, suco, ovos mexidos e uns pãezinhos.sem serviço de limpeza diário.;quarto;29;35
Adoramos ficar hospedados no Cecilia. É muito bem localizado, muito próximo a Champs Elysee .  Tem uma bela vista do Arco do Triunfo.  É um hotel limpo e aconchegante.  Os funcionários são educados, alegres, prestativos.  O café da manha é ótimo, tem pães deliciosos.  Voltaremos sempre ao Cecilia e indicaremos aos amigos.;hotel;140;145
Ficamos hospedados por 3 noites com nossos filhos (07 e 02 anos), do dia 13.12.12 a 16.12.12. Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos. Metrô ao lado e uma farmácia (Duane Reade) na esquina aberta 24hs, que vende quase de tudo. Para viagem com crianças este hotel é ótima opção.  Room Tip: Ficamos no 29 andar, não há barulho e também não tivemos problemas com os elevadores que funcionavam...;funcionários;200;212
O hotel estava com tarifa promocional, por um preço muito em conta para NY. Os viajantes brasileiros pode estar certos de estarem em um hotel simples porém muito tranquilo. Metro na 29 e na 34 para qualquer lugar que queira. Na 19st tem uma Mesquita, por isso os tipos estranhos na rua. Na 32, é Little Corea, por isso, mais tipos estranhos. Apesar disso, não se impressione: é seguro.;rua;282;285
Hotel espetacular, melhor de todos que já fiquei na vida, localização excelente, próximo ao Rockfeller center, em frente a S. Patrick, café da manhã ótimo, quartos enormes, cama gigante e super confortável, banheiro grande e tudo muito limpo. Ficamos no 26*andar, a vista para catedral de S. Patrick é maravilhosa. Atendimento muito bom, funcionários super atenciosos.;cama;173;177
O Hotel é extremamente bem localizado, com um serviço de muita qualidade. O staff é atencioso e prestativo, sempre prontos para resolver qualquer situação. O quarto é grande, espaçoso, limpo e o banheiro é sensacional. Recomendamos e não temos dúvida que na próxima vez que estivermos em NY o Cassa será novamente a nossa escolha.;serviço;46;53
Estivemos cinco dias neste Hotel com um casal amigo nosso, e nós os 4 adoramos. Ficamos no 407 e 507 que sao virados para o inetrior. Não tinhamos vista mas era muito tranquilo. Não se ouvia barulho vindo da rua. Estava bastante frio, mas o ar condicionado do quarto era excelente. O serviço de limpeza era muito bom, como todo o pessoal do hotel... Funcionarios amaveis e prestaveis. Simplismente Adoramos.  Room Tip: Os quartos acabados em 07 ficam para o interior o que é mais sucegado....;hotel;27;32
O Hotel é extremamente bem localizado, com um serviço de muita qualidade. O staff é atencioso e prestativo, sempre prontos para resolver qualquer situação. O quarto é grande, espaçoso, limpo e o banheiro é sensacional. Recomendamos e não temos dúvida que na próxima vez que estivermos em NY o Cassa será novamente a nossa escolha.;quarto;158;164
Este hotel é perfeito e tudo funciona! Internet super rápida, funcionários atenciosos e elevadores rápidos.   As crianças irão adorar, pois está muito bem localizado, perto de teatros, lojas de brinquedos, etc.  Recomendo este hotel a qualquer turista em férias em New York, especialmente aqueles com crianças.;lojas;185;190
Estive hospedada no hotel por uma semana com minha mãe (70 anos) e filha (5 anos). Gostei muito do quarto e banheiros espaçosos, a cozinha equipada e as camas e roupas de camas maravilhosas - limpas e macias. O atendimento foi impecável! Uma excelente opção para New York, principalmente, em virtude da cozinha em que pudemos fazer as comidas que minha filha gosta e tomar belos cafés da manhã. Com certeza, retornarei a este hotel quando voltar a New York.;cozinha;131;138
Quarto e banheiro mínimos, era quase impossível abrir a mala no chão, tinha que abrir a porta do quarto. Cama razoável, assim como o atendimento da recepção, a localização é interessante, mas a estação de metrô próxima ao hotel, é uma das piores de Paris (Place Monge), com uma infinidade de degraus a subir. Café da manhã bom.;atendimento;133;144
A localização é boa, perto de duas estações de metro.......o quarto possui uma pequena cozinha, mas o atendimento e limpeza é ruim...a limpeza é apenas uma vez por semana, fiquei 6 dias e por isso não limparam nenhum dia...sequer repor o papael!!!!  Além disso a portaria funciona apenas no horário comercial....atenção no horario de chegada!!! Tomei um susto ao chegar e a porta estava fechada!!!!!;atendimento;102;113
Após termos passado por uma situação de overbooking, colocaram-nos neste hotel.  Apesar dos recepcionistas serem atenciosos, o hotel é muito mau. A única vantagem é a localização e o facto de oferecerem sandes para o almoço.  A casa de banho era minúscula, não tinha gel de banho nem champô, as camas estavam com cabelos, inclusive os copos da casa de banho. O pequeno-almoço não tinha praticamente nada e demoraram muito tempo a repor o leite e o café.;almoço;217;223
Hotel para pernoite, quartos antigos porém a limpeza é boa. Muito bem localizado no centro de Porto alegre. Café da manhã é humlide, não espere muito Me hospedei só para um pernoite, não permaneci muito tempo por isso tenho pouco a dizer dos serviços e do atendimento. Check in foi eficiente e o preço é justo pela qualidade que oferecem.;quarto;21;27
Hotel de excelente qualidade, com certeza o melhor que já fiquei na Europa. Quarto excelente em todos os sentidos: conforto, higiene e decoração. Café da manhã, considerando os padrões europeus, muito bom, com opção de ser servido no quarto. Excelente localização: rua tranquila, próxima de restaurantes e dando para ir à pé à Torre Eiffel (1,5km) e Arco do Triunfo (cerca de 900m). Recepcionistas educados e atenciosos. Recomendo profundamente.;rua;265;268
Quartos velhos, cheira mofo, sujidades nas paredes, trincas, tv muito antiga de tubo, poucos canais na tv, elevadores antigos. A entrada do hotel da impressão de ser um hotel de alta rotatividade. O café da manhã é honesto, nada de mais, mas é o unico ponto positivo do hotel.;elevador;107;115
Fiquei hospedado pela segunda vez neste hotel e me assustei com a falta de manutenção nas instalações do Hotel.  O ar condicionado no meu quarto (303) e no quarto de um colega (402) não funcionavam. Havia vazamento de água por baixo do local de banho, toda vez que tomava banho ficava uma poça de água enorme no banheiro.  Por favor, cuidar melhor da manutenção dos equipamentos disponíveis para os clientes do hotel.;instalações;90;101
Hotel para pernoite, quartos antigos porém a limpeza é boa. Muito bem localizado no centro de Porto alegre. Café da manhã é humlide, não espere muito Me hospedei só para um pernoite, não permaneci muito tempo por isso tenho pouco a dizer dos serviços e do atendimento. Check in foi eficiente e o preço é justo pela qualidade que oferecem.;serviço;242;249
Boa localização, limpeza média, bom café da manhã. Jantar no hotel custa caro (e vem pouco). Apartamentos novos, sem carpete (piso madeira laminada) e equipamentos do banheiro funcionam bem, porém banheiro extremamente pequeno.  De qualquer forma eu recomendo este hotel, que está a uns 700m da Torre Eiffel e possui boas opções perto: Mc Donalds, restaurantes, farmácia, supermercado, lojas de roupas, etc.  Ps.: Existe um funcionário na recepção que fala português (Patrick).;jantar;51;57
Apesar de ficar em uma área central com acesso fácil a tudo, a noite foi terrivel, o quarto estava com cheiro de mofo e o carpete estava bem sujo.O banheiro tinha azulejo caindo e o barulho que vinha da rua era terrível a janela não isolava nada.Acho que eles devem ter alguns quartos melhores mas devem deixar os piores para quem reserva via Decolar.com e em promoção. Não foi uma boa experiência;rua;203;206
Ficamos num apartamento de 2 quartos. Ambos com banheira, embora o chuveiro tivesse pouca pressão. Maquina de lavar roupa e louça e secadora de roupa. Localizado logo ao fundo do MGM, muito sossegado. Fuja da proposta de compra do hotel, demora 3 horas e o café oferecido é somente café, suco, ovos mexidos e uns pãezinhos.sem serviço de limpeza diário.;chuveiro;67;75
Estivemos em Vegas em maio deste ano. Optamos por nos hospedar neste hotel pelo que conhecíamos sobre seu glamour e era um sonho de viajante. Realmente valeu a pena. O único inconveniente é caminhar pelo cassino enfumaçado para chegar na torre do hotel. Programe-se para o chek-out, pois embora o hotel disponha de muitos funcionários as filas são muito grande. No coração da Strip, o Bellagio é uma boa pedida para viagens em qualquer situação, férias em família, casais em lua de mel ou negócios.;cassino;204;211
Estive por 2 vezes no Real Palace, e para o que fui fazer na cidade o hotel serviu bem. Fica bem localizado, no centro da cidade, o que é bom para quem vai resolver coisas por perto, mas ruim por ser uma área bagunçada como todo bom centro de cidade brasileira.O hotel é um pouco velho, com quartos um pouco mal cuidados, mas nada que atrapalhe tanto. O café da manhã é até bom, e do atendimento também não tenho do que reclamar. Se confundiram com as reservas que fizemos através do booking, mas logo arrumaram outro quarto.;café da manhã;354;367
O hotel fica muito bem localizado, podemos fazer tudo a pé. Ao fazer o check in o recepcionista nos ofereceu um upgrade mas teríamos que aguardar a limpeza do quarto, como estávamos cansados, resolvemos ficar com o quarto reservado, que era muito bom. No lobby existem dezenas de opções de restaurantes, lanchonetes e lojas. Na próxima viagem a Las Vegas com certeza voltaria ao Monte Carlo;lojas;318;323
O hotel fica bem próximo ao aeroporto e tem serviço de transfer grátis pra chegada e saída do aeroporto, basta ligar pra recepção e o carro está disponível, o trajeto leva apenas 5 minutos. O quarto é bem simples, a roupa de cama e banho também. Não tem comércio e restaurantes próximos, então o hotel oferece uma cozinha com pratos bem gostosos que podem ser solicitados. O café da manha é ótimo e tem várias opções de pães, bolos, iogurte, cereais, frutas, suco, etc.;quarto;192;198
Passei alguns dias no The Jewel  e indico para qualquer pessoa esse hotel. Localização ótima, serviço impecável. Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável. Funcionários extremamentes simpáticos e dispostos a ajudar. Quarto de bom tamanho e chuveiro sem ser estilo americano ( sem aquelas banheiras). De longe o melhor hotel que já fiquei.;funcionários;203;215
Eu e minha colega reservamos um quarto duplo, por telefone, com um mês de antecedência, para fazer um curso em Poa. Quando chegamos ao hotel, perto das 22:00, fomos informadas de que a reserva não estava confirmada!Então nos arrumaram um quarto com somente uma cama de casal, e não havia ninguém da manutenção ou alguém com vontade para colocar uma cama extra no quarto. Resultado: tivemos que aceitar, pois não havia como procurar outro hotel aquela hora. O hotel é em um prédio muito antigo e necessita de reforma urgentes, o teto parecia que ia cair na nossa cabeça. No outro dia nos mudaram de quarto, e é claro que nós mesmas que tivemos que fazer esta mudança, então o problema foi outro, não conseguimos tomar banho direito, pois só havia uma regulagem no chuveiro: quente, num dia quente! As condições deste banheiro eram piores do que o primeiro. Solicitamos falar com a gerente, mais de cinco vezes. No entanto, não fomos atendidas! Allém de tudo isso, é claro, há o barulho da rua, dia e noite, insuportável!! O hotel é pessimo, tanto em atendimento quanto em acomodações. Não recomendo a ninguém!;casal;269;274
Primeiro ponto: A localização é muito boa, facilitando o acesso aos demais pontos da cidade Segundo ponto: A receptividade por parte dos funcionários também é boa Terceiro ponto: A estrutura do prédio é consideravelmente boa, um ponto negativo é em relação ao prédio ao lado, pois o mesmo transfere um mal cheiro no corredor para acesso aos quartos Quarto ponto: A internet poderia ser melhor, nem sempre consegui acesso.;localização;18;29
Fui com uma amiga para Las Vegas e optamos por ficar bem localizadas. O Hotel não é nada bonito por fora, o cassino tb não tem nada demais. Porém, nosso quarto era excelente, duas queens beds bem confortáveis, ar condicionado, banheiro com ótima ducha, bem forte, e limpo. Tem uma maquina de gelo no corredor que ajudou e muito durante nossa estadia!! Se você não estiver procurando o luxo de Vegas, mas não abre mão de preço, conforto e localização esse é um ótimo lugar para ficar.;preço;420;425
Otimo hotel para quem deseja apenas um local para descansar. O hotel fica localizado proximo as estacoes de metro Jardes e Lumiere / facil acesso para qualquer local. O quarto e pequeno e limpo. Rua tranquila, sem muito barulho. O cafe da manha e cobrado a parte, mas muito simples. Tem varios cafes e restaurantes proximos a ele. Internet gratis.;hotel;6;11
Apesar de possuir quartos pequenos, o hotel é muito charmoso e super bem localizado: a apenas uma quadra do Arco do Triunfo. O café da manhã era muito saboroso, com vários tipos de pães e queijos, além de frutas, iogurte, sucos etc.  A equipe foi cordial e nos auxiliou mais de uma vez quando, por exemplo, solicitamos a reserva em um restaurante ou pedimos dicas e recomendações.;quarto;18;24
Um ótimo atendimento, funcionários muito atenciosos e dispostos a ajudar, principalmente por ter um recepcionista que fala português. Uma agradável surpresa!  Os quartos são muito aconchegantes, apesar de bem pequeno. Depois de dias super cansativos de muitas andanças, uma cama quentinha e macia é muito bom.  O preço é justo. A localização é boa, um bairro tipicamente francês com avenidas movimentadas por perto, mas com tranquilidade e sem muito barulho.  Atendeu nossas expectativas!;preço;313;318
Escolhi este hotel em função das dicas que outros viajantes colocaram aqui no trip advisor. Fiquei muito bem impressionada com o hotel. O quarto e o banheiro são grandes e confortáveis, tudo super limpo, rua silenciosa, funcionários simpáticos e excelente localização. Dá pra ir a pé a maior parte dos pontos turísticos.  Não e nenhuma pechincha, mas acho que valeu a relação custo-benefício. O café da manhã poderia ser mais barato.  Recomendo de olhos fechados.;café da manhã;395;408
Instalações excelentes, funcionários super educados e muita tranqüilidade! Para quem quer evitar filas gigantescas de check in, demora na espera de taxi e aquela doideira toda da strip, esse é o melhor hotel! Com menos de 10 dólares você chega em qualquer hotel badalado da strip! Fora o quarto que é enorme, na verdade um flat!;instalações;0;11
Este hotel fica na Rua 32 entre a Quinta Avenida e a Sexta Aveinda ( Av. Das Américas). A pé chega-se facilmente a muitos lugares de interesse. E tem metro a poucos metros. Quartos e banheiros limpos e com staff bem atensioso. Ao lado tem um restaurante que pertence ao hotel e é bem aconchegante.Vale a pena pelo menos um jantar nesse local.;rua;19;22
Muito bom e excelente localização”perto de td que eu queria macys ,t.j.maxx que amo de paixão tudo de bom eu amo nova york .O serviço de limpeza é muito eficiente. Fica ao lado de uma estação do metrô,não posso esquecer da magnolia pudim de banana ótmo.  Room Tip: só tem quartos com carpete ,e janelas não abrem de ruim só isso o resto é ok;carpete;284;291
Hotel simples, com um café da manha simples mas muito gostoso, quartos super confortáveis,limpos,atendimento da recepção foi demais! Todos muito simpáticos, eu e meu marido nao falamos inglês e eles se esforçavam muito pra nos ajudar! Localização PERFEITA do lado de um shooping,buba grumo e cheesscake factory, e o melhor pertinho dos parques da Disney!  Room Tip: Eu pedi quarto no mesmo andar da garagem pra facilitar na hora de carregar as malas.;garagem;399;406
O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!;rua;306;309
Hotel muito bem localizado, perto da Torre, perto de estações de trem.  O meu quarto era vista Rio Sena, e os demais quartos também tinham vista boa. O quarto que eu fiquei era triplo, muito espaçoso vale a pena.  A recepção era ampla e bem decorada, os funcionários atenciosos.  Um porém que no café da manhã tinha muita fila no horário de 8:30 a 9:30 da manhã.;café da manhã;296;309
A camareira furtou 100 euros. Como não tinha como provar, não chamei a polícia. O dinheiro estava no cofre, que esqueci aberto quando sai. A limpeza por parte da camareira também deixou a desejar, pois deixei um frasco vazio de xampú no chão do banheiro, que não foi recolhido pela camareira, permanecendo no chão durante os 5 dias que fiquei no hotel.;limpeza;141;148
Funcionários gentis, quartos novos e limpos (não são enormes, mas coube nossas 4 malas!), internet wi fi de graça, na esquina da rua tem uma estação de metrô e um Starbucks. Todos os dias fomos andando para Times Square (umas 5 quadras). Também dá para ir andando na BH (famosa loja de equipamentos de foto/filmagem), Madson Square e Pen Station.  O Café da manhã servido no hotel, e incluso no valor da diária, é honesto, porém o salão onde é servido é bem pequeno.;rua;129;132
Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse. Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento. O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.;teatro;395;401
Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama. Edr4edon super aconchegante. Bom café da manhã. DEificuldade de banho pelo pequeno espaço do banheiro,altura e caidaq da parede não permitia tomar banho em pé dificultando o mesmo. Atendimento bom.;limpeza;77;84
...apenas este aspecto menos bom, mas o restante agradável. Pequeno almoço básico mas agradável, localização excelente com bons restaurantes até altas horas. Atendimento pessoal muito educado, quartos sempre bem limpos. A apenas alguns minutos a pé até St. Germain. Será minha escolha para próxima estadia em Paris.;atendimento;158;169
Estive com meu marido em agosto de 2012 e adoramos esse hotel. Quarto de tamanho muito bom com cama e colchão excelente, ótimos ármários e o que escolhemos tinha saleta com sofá, mesa office e tv. O café da manhã é incrível e com funcionários que falam portugues e espnõl. A decoração é um luxo, bem no estilo parisiense. E além de tudo a 3 quadras da Torre Eiffel e a 4 do Arco do Triunfo. Adoramos!;colchão;102;109
Ele não fica na Strip, mas lado a lado com Aria e Bellagio. Então, é silencioso, limpo, confortável. O serviço, é um dos melhores em hotel, que já tive a oportunidade de conhecer. Manobrista e internet free. Quarto lindo, tudo digital, desde a persiana até a solicitação de serviço de quarto. Pra completar, checkout via monitor (tv). Voltando a Las Vegas, seria uma ótima opção!;quarto;208;214
Hotel limpo, com boa localização, funcionários atenciosos e prestativos!    O Casino do hotel é pequeno e bem iluminado, com aroma de baunilha, utilizado para amenizar o cheiro de cigarro, charuto, etc., o que torna o ambiente agradável!    O quarto não é tão grande, mas é limpo e possui boa relação custo benefício!    Meu conselho, vai à Vegas e não quer gastar muito com hospedagem? Tropicana será o seu lugar!;funcionários;34;46
Tivemos a felicidade de passar 4 noites no Sofitel/Nova York. A experiência foi extremamente positiva. Destacamos a cordialidade e eficiência dos funcionários, o café da manhã muito bom com um atendimento rápido. Recomendamos também o restaurante do Hotel, Gabi. A localização, para nós, foi perfeita. Próximo a estações de metrô, e a curtas distâncias de alguns dos principais pontos turísticos da cidade.;atendimento;193;204
O quarto era antigo, apesar de ter um bom tamanho. Tinha um cheiro estranho. Banheiro espaçoso, porém um pouco velho. Não tinha chuveiro, mas uma banheira com uma ducha de mão. A limpeza não era boa. Não comprei o café da manhã, então não posso opinar sobre. A localização é boa, bem próximo ao metrô. Bem em frente ao hotel tem um restaurante libanês (Assanabel) ótimo.;limpeza;179;186
Chegamos neste hotel por volta das 23 hs e apesar de termos avisado da chegada neste horario, disseram que não havia mais quartos. |Na verdade como os proprios atendentes disseram, mais de 50% dos quartos estão inabitaveis, pois é mofo e bolor por todo hotel. Num país sério ou numa cidade onde existisse um pouco de consideração com o ser huamano, este local já deveria estar interditado ha tempos. Não tivemos como arrumarmos outro hotel naquela hora e resolvemos ficar por lá num dos quartos que na cabeça deles estava habitavel, mas nos arrependemos até a morte, pois seria melhor dormirmos na rua que naquela pocilga. Tudo caindo aos pedaços, o teto todo negro de môfo....passamos a noite em claro....e no dia seguinte temiamos não termos contagiado com alguma doença proveniente do môfo e bolor pois os maiores hóspedes do hotel são fungos e bactérias.....Agora pela manhã estou decidido a ir na vigilancia sanitária de Porto Alegre para ver como ninguem até hoje chegou até lá para interdita lo. Atenção população de Porto Alegre, pela dignidade da cidade façam alguma coisa contra esta arapuca de viajantes.;hotel;15;20
Ficamos hospedados por 3 noites com nossos filhos (07 e 02 anos), do dia 13.12.12 a 16.12.12. Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos. Metrô ao lado e uma farmácia (Duane Reade) na esquina aberta 24hs, que vende quase de tudo. Para viagem com crianças este hotel é ótima opção.  Room Tip: Ficamos no 29 andar, não há barulho e também não tivemos problemas com os elevadores que funcionavam...;farmácia;251;259
Foi excelente nossa estadia no hotel. O quarto era muito agradável, com armários, mesa de apoio, frigobar, iluminação e decoração aconchegantes. O banheiro também muito bom. Com uma ducha maravilhosa. Tudo muito agradável. O atendimento feito pelos recepcionistas também foi execelente. O espaço comum muito agradável. Não experimentamos o café da manhã, pois não estava incluso na estadia.  Room Tip: Os apartamentos de frente para a rua não são muito silenciosos.;ducha;182;187
Estive em janeiro 2013, este hotel e para quem quer (BBB) bom, bonito e barato este é o lugar, localização excelente x preço muito bom, com um bom café da manhã (leite- sucos - pães - frutas - Yorgutes - etc.) mas eu sinceramente achei um pouco apertado, mas se acordar cedo, é mais tranquilo, boa cama, ele tem um closet separada com porta que é muito bom, pois o quarto fica organizado, banheiro tamanho bom.  Room Tip: Eu fiquei no quarto 905 muito bom??????;café da manhã;147;160
Me Hospedei em Março de 2012, o hotel é bom, café da manhã bom, longe do centro de Paris mas de metro uns 15 minutos.Para quem nunca foi a Paris eu não recomendo, pois não é pratico a localização. O preço é bom, pouquissimos restaurante perto, ahh tem um Mac Donalds...internet free no quarto boa conexão ( o recepção disponibiliza senha pra acesso)..Quarto limpo não cheira mofo, banheiro simples mas bom, ponto negativo é o chuveiro, é aquelas duchas de mão que fixa na parede, nada pratico..;localização;184;195
Hotel com ótima localização. Ficamos em quarto especial no 21º andar. Vista cinematográfica do Central Park e muito amplo. Talvez o conjunto do hotel necessitasse de uma reforma para se adequar a modernidade. Serviço simpático. Acesso a Internet só no quarto e pago. Sem café da manhã que em NYC é uma boa opção pois há bons restaurantes com ótimos breakfasts em todas as quadras.;café da manhã;271;284
O hotel segue corretamente os padrões do Mercure o que significa ser bom. Excelente localização, isolamento acústico muito bom. A funcionária que me recebeu na recepção visivelmente não gosta de brasileiros o que causou uma impressão ruim. Os quartos são pequenos e quase não tem espaço para as malas.;hotel;2;7
Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror! Se estão reformando eu não sei mas precisa urgente de reforma! Café da manhã com sucos artificiais para piorar a situação!! Não recomendo!!!;instalações;105;116
The Benjamim hotel possui bom atendimento, quarto bem decorado e de tamanho satisfatório . O bar do hotel e excelente, e por si só ja e uma boa opção de entretenimento. Nas proximidades podes encontrar boas opções para café da manha, ja que optamos por estadia sem café , pois este não esta incluso na diária. Uma ótima mini cozinha. Recomendo! Não utilizei nem Spa e nem piscina, mas não consegui desmarcar na avaliação abaixo.;quarto;43;49
Gostei muito. No no quarto tinha geladeira, microondas e cafeteira. O chuveiro excelentle, bem proximo da 7 Av.  O metro ficava bem próximo do nosso hotel. A diária não é baratinha, porém valeu muito apena ter ficado no Belvedere.  Com certeza indicaria para meus amigos.  Room Tip: Os apartamentos do lado sul são mais silenciosos. Proximo a Times Squase, bem pertinho de um restaur...;cafeteira;57;66
O hotel fica próximo do aeroporto e tem transfer gratuito, entretanto a av. Farrapos tem trânsito contínuo e o quarto não tem isolamento acústico, o que é terrível para dormir. Quarto bem simples, mas com cama confortável. Banheiro igualmente simples, mas tudo limpo e funcionando. Café da manhã simples, mas com boa variedade. Equipe foi muito simpática no atendimento. Para pernoite acho ótima opção pelo valor.;hotel;2;7
O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre! Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.;rua;326;329
"Funcionários atenciosos; localização excelente, a uma curta caminhada de vários pontos turísticos e do metrô; limpo e confortável, hotel charmoso estilo europeu; café da manhã com pouca variedade para quem gosta de salgados, mas com produtos de excelentte qualidade; os petiscos e bebidas no final de tarde são restauradores, após um dia de intensas caminhadas. Enfim, foi uma excelente escolha";café da manhã;162;175
O Hotel é excelente, localização perfeita, próximo a todos os pontos de interesse.O restaurante também é muito bom. Atendentes educados, facilidade e rapidez no check in e check out. Adoramos nossa estadia em NYC o hotel não poderia ter sido melhor!  Room Tip: As camas são ótimas, um pouco pequenas, tamanho queen.;cama;264;268
Ótima localização, transporte público muito acessível, quartos amplos, funcionários atenciosos, solicitações atendidas em 5 minutos (coisa rara em hotéis de grandes cidades) e muito limpo. Recomendo a todos, mesmo porque tudo isso relacionado ao preço, posso concluir que valeu muito a pena. Certamente voltarei ao Salisbury Hotel.;quarto;55;61
Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.;quarto;80;86
Primeiro ponto: A localização é muito boa, facilitando o acesso aos demais pontos da cidade Segundo ponto: A receptividade por parte dos funcionários também é boa Terceiro ponto: A estrutura do prédio é consideravelmente boa, um ponto negativo é em relação ao prédio ao lado, pois o mesmo transfere um mal cheiro no corredor para acesso aos quartos Quarto ponto: A internet poderia ser melhor, nem sempre consegui acesso.;corredor;316;324
