inputs;aspects;start_position;end_position
Nao cobra resort fee (20 usd/dia) , cafe foi dado credito de 18 Usd por dia para usar na praça de alimentação deles ... e a localização e o shoping são uns dos melhores .;localização;124;135
O quarto era pequeno e não tinha TV por assinatura.;quarto;2;8
O quarto era pequeno e não tinha TV por assinatura.;tv;33;35
O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.;café da manhã;2;15
A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;hotel;23;28
A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;aeroporto;77;86
A roupa de cama também não era nova.;No aspect;-1;-1
O serviço do hotel/atendimento é ruim.;serviço;2;9
O serviço do hotel/atendimento é ruim.;atendimento;19;30
O elevador quebra com frequência.;elevador;2;10
Achei que os hoteis IBIS mantivessem um mesmo padrão mas não foi o que vi no neste hotel.;No aspect;-1;-1
As toalhas de banho parecem pano de chão, não há tolha de rosto, não há secador.;No aspect;-1;-1
Solicitamos o serviço despertador pois o vôo de volta ao Brasil era muito cedo mas não adiantou pois o recepcionista esqueceu!!;No aspect;-1;-1
Já ficamos em outro hotel IBIS próximo a região da Galeria Lafayete e foi muito diferente!;No aspect;-1;-1
O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!;hotel;2;7
O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!;quarto;20;26
O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!;piscina;54;61
O hotel é lindo, os quartos são grandes e luxuosos, a piscina tem muito espaço e bom atendimento!;atendimento;85;96
Não tem o que falar do Venetian!;No aspect;-1;-1
Como é um hotel mega grande, achei que fosse achar um pouco de desorganização, mas não!;No aspect;-1;-1
Para chegar nos quartos é super fácil e tudo é de fácil acesso!;No aspect;-1;-1
Hotel maravilhoso!;No aspect;-1;-1
Só tenho coisas boas para falar do hotel.;hotel;35;40
OTIMA localização.;localização;6;17
limpeza maravilhosa.;limpeza;0;7
funcionários amáveis.;funcionários;0;12
trabalho na CVC e com ctz será um hotel que passarei a indicar sempre!;No aspect;-1;-1
tudo que precisei me ajudaram.;No aspect;-1;-1
sempre dando informações valiosas, explicando com educação.;No aspect;-1;-1
no ano que vem quando voltar não tenho duvidas que ficarei nesse hotel!;No aspect;-1;-1
obrigado mais uma vez a equipe do Affinia;No aspect;-1;-1
O hotel é simples, mas o quarto e as camas são grandes.;hotel;2;7
O hotel é simples, mas o quarto e as camas são grandes.;quarto;25;31
O hotel é simples, mas o quarto e as camas são grandes.;cama;37;41
O café da manhã é simplérrimo, dois tipos de pão, leite e café (mas é um dos poucos hotéis de preço mais barato em NY que oferece esse desjejum).;café da manhã;2;15
O café da manhã é simplérrimo, dois tipos de pão, leite e café (mas é um dos poucos hotéis de preço mais barato em NY que oferece esse desjejum).;preço;94;99
Gostei também da localização!;localização;17;28
Enfim, recomendo para quem procura um hotel com um bom custo-benefício!;custo-benefício;55;70
Tudo muito limpinho e bem arrumado.;No aspect;-1;-1
O quarto terrivelmente pequeno e desajeitado, difícil para se tomar banho devido ao tamanho.;quarto;2;8
Ótima recepção.;recepção;6;14
O custo-benefício compensou, dentro dos padrões da hotelaria parisiense.;custo-benefício;2;17
Pertinho do metro, com um breakfast impecável, com produtos de qualidade e saborosos.;No aspect;-1;-1
Recomendo!;No aspect;-1;-1
Room Tip: Atente-se para a metragem do ap, procure um com tamanho razoável.;No aspect;-1;-1
Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização.;hotel;3;8
Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização.;quarto;21;27
Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização.;localização;80;91
Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...;praça;67;72
Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho.;No aspect;-1;-1
Sem contar que eles oferecem early check-in com a maior tranquilidade.;No aspect;-1;-1
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).;hotel;0;5
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).;shopping;52;60
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).;praia;61;66
Quarto bem grande, limpo, mas sem luxo.;quarto;0;6
Quarto bem grande, limpo, mas sem luxo.;luxo;34;38
Banheiro razoável, pois o chuveiro é bem mais ou menos.;chuveiro;26;34
Café da manhã farto e bem gostoso em alguns dias e em outros, nem tanto.;café da manhã;0;13
Custo-benefício bacana dependendo de onde você irá frequentar, pois precisará de táxi para se deslocar.;custo-benefício;0;15
Colchão bem ruim (muito murcho) e travesseiros ruins também.;No aspect;-1;-1
Mas, atendentes muito solícitos e educados.;No aspect;-1;-1
GOSTEI!;No aspect;-1;-1
O hotel atendeu a nossa expectativa, custo benefício, a localização e os arredores do hotel.;hotel;2;7
O hotel atendeu a nossa expectativa, custo benefício, a localização e os arredores do hotel.;localização;56;67
A única coisa que sugerimos é evitar que o hóspede que chega cansado descubra na porta do quarto que sua chave não abre e aí tem que voltar à portaria para ajustar o cartão...;quarto;90;96
Gostamos da região então a escolha foi perfeita!;No aspect;-1;-1
Os funcionários do Restaurante e do bar foram muito atenciosos.;No aspect;-1;-1
Hotel com ótima localização.;hotel;0;5
Hotel com ótima localização.;localização;16;27
Ficamos em quarto especial no 21º andar.;quarto;11;17
Serviço simpático.;serviço;0;7
Acesso a Internet só no quarto e pago.;internet;9;17
Sem café da manhã que em NYC é uma boa opção pois há bons restaurantes com ótimos breakfasts em todas as quadras.;café da manhã;4;17
Vista cinematográfica do Central Park e muito amplo.;No aspect;-1;-1
Talvez o conjunto do hotel necessitasse de uma reforma para se adequar a modernidade.;No aspect;-1;-1
O quarto era antigo, apesar de ter um bom tamanho.;quarto;2;8
Não tinha chuveiro, mas uma banheira com uma ducha de mão.;chuveiro;10;18
Não tinha chuveiro, mas uma banheira com uma ducha de mão.;banheira;28;36
Não tinha chuveiro, mas uma banheira com uma ducha de mão.;ducha;45;50
A limpeza não era boa.;limpeza;2;9
Não comprei o café da manhã, então não posso opinar sobre.;café da manhã;14;27
A localização é boa, bem próximo ao metrô.;localização;2;13
Bem em frente ao hotel tem um restaurante libanês (Assanabel) ótimo.;hotel;17;22
Tinha um cheiro estranho.;No aspect;-1;-1
Banheiro espaçoso, porém um pouco velho.;No aspect;-1;-1
O Hotel e perto de tudo.;hotel;2;7
Localização em NY é essecial.;localização;0;11
O quarto e pequeno mas e muito bom, limpo e silencioso.;quarto;2;8
Como tem muitos brasileiros que se hospedam neste hotel, há alguns atendentes que falam um pouco de portugues.;No aspect;-1;-1
Room Tip: Peça um quarto distante da maquina de refrigerante porque tem pessoas que pegam bebidas a noite toda...;No aspect;-1;-1
Excelente recepção.;recepção;10;18
Quarto grande, bem decorado e higienizado.;quarto;0;6
Um bom atendimento, funcionarios educados e prestativos.;atendimento;7;18
Gostei de tudo, atendimento, serviço de quarto, café da manha.;serviço;29;36
Gostei de tudo, atendimento, serviço de quarto, café da manha.;serviço de quarto;29;46
Muito bem localizado, perto de varios pontos turisticos, como o Museo do Louvre, bons restaurantes, perto da av.Champs Elysées, etc.;No aspect;-1;-1
A unica coisa que deixou a desejar foi o atendimento no restaurante.;No aspect;-1;-1
Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.;hotel;29;34
Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.;localização;80;91
Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.;preço;93;98
Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.;estacionamento;116;130
Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.;quarto;132;138
Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável.;cama;153;157
Falta uma reforma nas piscinas, mas mesmo assim são bem agradáveis.;No aspect;-1;-1
O único ponto a desejar foi no primeiro dia que o quarto estava apenas com uma agua e aberta.;No aspect;-1;-1
Recomendado!;No aspect;-1;-1
A localização é ótima, ao lado da Rue de Rivoli, com fácil acesso ao metro ou taxis.;localização;2;13
A uma quadra do hotel, está a Rue du Faubourg Saint-Honore, uma das ruas mais chiques de Paris.;rua;68;71
Nosso quarto era de um tamanho considerável, com espaço para 3 malas abertas.;quarto;6;12
A cama excelente e o banheiro ótimo também, muito amplo e limpo.;cama;2;6
Todos funcionários muito cordiais e simpáticos.;funcionários;6;18
O Mayfair Paris Hotel é um ótimo hotel.;No aspect;-1;-1
O hotel é pequeno, mas muito bem conservado.;No aspect;-1;-1
Enfim, recomendo este hotel.;No aspect;-1;-1
Excelente localização, confortável com staff formado por funcionários educadíssimos e atenciosos.;localização;10;21
Excelente localização, confortável com staff formado por funcionários educadíssimos e atenciosos.;funcionários;57;69
Room Tip: Todos os apartamentos são bons;apartamento;19;30
A única funcionária menos simpática foi exatamente uma brasileira com o nome de Marília.;No aspect;-1;-1
Em um primeiro momento nos pareceu um tanto o quanto arrogante, melhorando de humor a partir do terceiro dia de estada.;No aspect;-1;-1
Cama e ducha excelentes, o que é extremamente importante para quem passa o dia inteiro andando pela cidade.;cama;0;4
Cama e ducha excelentes, o que é extremamente importante para quem passa o dia inteiro andando pela cidade.;ducha;7;12
Cama e ducha excelentes, o que é extremamente importante para quem passa o dia inteiro andando pela cidade.;cidade;100;106
Quarto pequeno (normal em Paris), mas maior do que eu esperava.;No aspect;-1;-1
Banheiro novo.;No aspect;-1;-1
Pessoal simpático.;No aspect;-1;-1
Excesso de cor laranja no quarto, mas isso é irrelevante.;No aspect;-1;-1
Recomendo para quem quer dormir bem e gastar pouco.;No aspect;-1;-1
O quarto, apesar de pequeno, era limpo e confortável, com ressalva apenas para o chuveiro, pois era impossível regular o aquecimento da água.;chuveiro;81;89
Bom atendimento.;atendimento;4;15
Informações úteis na recepção.;recepção;21;29
Boa localização, próximo a Macys e ao Empire State Buiding e a 15 minutos de caminhada da Times Square.;localização;4;15
Estive no hotel em maio de 2012.;No aspect;-1;-1
Permitiram, inclusive, que eu fizesse check in antes do horário, sem custo adicional.;No aspect;-1;-1
Recomendo.;No aspect;-1;-1
Passei alguns dias no The Jewel  e indico para qualquer pessoa esse hotel.;hotel;68;73
Localização ótima, serviço impecável.;localização;0;11
Localização ótima, serviço impecável.;serviço;19;26
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.;rua;25;28
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.;quarto;31;37
Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável.;limpeza;65;72
Funcionários extremamentes simpáticos e dispostos a ajudar.;funcionários;0;12
Quarto de bom tamanho e chuveiro sem ser estilo americano ( sem aquelas banheiras).;chuveiro;24;32
Quarto de bom tamanho e chuveiro sem ser estilo americano ( sem aquelas banheiras).;banheira;72;80
De longe o melhor hotel que já fiquei.;No aspect;-1;-1
Ótimo hotel, localização privilegiada, o bairro de Upper East Side, é ideal para quem quer curtir a agitação da cidade e mesmo assim ficar em um local tranquilo.;hotel;6;11
Ótimo hotel, localização privilegiada, o bairro de Upper East Side, é ideal para quem quer curtir a agitação da cidade e mesmo assim ficar em um local tranquilo.;localização;13;24
As instalações do hotel são muito boas, os quartos limpos e bem cuidados, tudo de primeira.;instalações;3;14
As instalações do hotel são muito boas, os quartos limpos e bem cuidados, tudo de primeira.;quarto;43;49
A recepção é impecável, todos sempre solícitos, e prontos para ajudar.;recepção;2;10
Nem mesmo o fato do hotel aceitar animais desabona algo é tudo muito organizado.;No aspect;-1;-1
Recomendo 100% este hotel, tanto para famílias quanto para grupos de amigos.;No aspect;-1;-1
O hotel é simples, mas a localização é perfeita, em pleno Quartier Latin, pertinho da Sorbonne e do Panteão.;localização;25;36
O atendimento dos funcionários também nos agradou muito.;atendimento;2;13
O atendimento dos funcionários também nos agradou muito.;funcionários;18;30
Sobre os quartos do hotel não poderei opinar, já que, chegando lá, nos foi oferecida a opção de ficar em um apto em frente ao hotel, o que ótimos.;quarto;9;15
Economizamos muito com alimentação, pois perto do hotel tem um supermercado ótimo: o Monoprix.;No aspect;-1;-1
Atendimento muito simpático na recepção e por todos os funcionários.;atendimento;0;11
Atendimento muito simpático na recepção e por todos os funcionários.;recepção;31;39
Atendimento muito simpático na recepção e por todos os funcionários.;funcionários;55;67
O quarto era pequeno, mas era bom (muito limpo e confortável).;quarto;2;8
Ótimo chuveiro (apesar de pequeno).;chuveiro;6;14
Ótimo café da manhã!;café da manhã;6;19
Nos sentimos muito bem recebidos.;No aspect;-1;-1
É bem localizado (perto de duas estações de metrô).;No aspect;-1;-1
Eles disponibilizam um notebook para acesso a internet no salão de entrada.;No aspect;-1;-1
Me hospedei pela segunda vez neste hotel em 2011.;hotel;35;40
O serviço e atendimento continuam excelentes.;serviço;2;9
O serviço e atendimento continuam excelentes.;atendimento;12;23
A localização eh perfeita: próxima a bares, restaurantes e metro.;localização;2;13
Apesar de nao muito grandes, os quartos e banheiros são modernos, bonitos e bem decorados.;quarto;32;38
Em 2012 viajarei para a Escandinavia com uma parada em Paris, ao final da viagem.;No aspect;-1;-1
Me hospedarei no Cadran uma terceira vez com certeza.;No aspect;-1;-1
Recomendo.;No aspect;-1;-1
Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.;hotel;0;5
Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.;localização;15;26
Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.;quarto;43;49
Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.;café da manhã;73;86
Hotel de ótima localização, perto de tudo, quartos limpos e organizados, café da manhã de boa qualidade e funcionários muito atenciosos.;funcionários;106;118
Metrô ao lado e uma farmácia (Duane Reade) na esquina aberta 24hs, que vende quase de tudo.;farmácia;20;28
Room Tip: Ficamos no 29 andar, não há barulho e também não tivemos problemas com os elevadores que funcionavam...;elevador;84;92
Ficamos hospedados por 3 noites com nossos filhos (07 e 02 anos), do dia 13.12.12 a 16.12.12.;No aspect;-1;-1
Para viagem com crianças este hotel é ótima opção.;No aspect;-1;-1
Quarto amplo, limpo e bem equipado.;quarto;0;6
Possuem wifi gratuita e são disponibilizados computadores no lobby do hotel.;hotel;70;75
A localização também é excelente, próximo à Times Square.;localização;2;13
Nada a reclamar.;No aspect;-1;-1
Pedi um andar alto e fui atendido.;No aspect;-1;-1
A equipe é um pouco impessoal, mas bem solícita e educada.;No aspect;-1;-1
O hotel recebeu e armazenou várias compras que fiz no Amazon e não cobrou qualquer taxa.;No aspect;-1;-1
Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.;localização;5;16
Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.;quarto;80;86
Pela localização que eu precisava, para pegar um TGV para Marselhe, perfeito, o quarto que podia ser um pouco maior, mas passa, e tenho que fazer um comentário a respeito de um funcionário, sr João Batista, execelente funcionário muito prestativo, pois mesmo sem falar portugues e espanhol me orientou a respeito do serviço de guarda de bagagens, que funciona muito bem também.;serviço;316;323
Ótimo atendimento.;atendimento;6;17
Mesmo com 0 graus o quarto era quente.;quarto;20;26
Muito bom.;No aspect;-1;-1
Bem localizado, perto de tudo.;No aspect;-1;-1
Não precisei ligar o aquecedor.;No aspect;-1;-1
O quarto é pequeno, mas só utilizávamos ele pra dormir mesmo.;No aspect;-1;-1
O funcionário Mourad foi excelente e simpático nos ajudando a encontrar os lugares, a transportar as malas e a encontrar um transporte de volta para o aeroporto.;No aspect;-1;-1
O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.;hotel;2;7
O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.;serviço;26;33
O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.;internet;43;51
O hotel é bom, limpo, com serviço bacana , internet grátis, mas a localização não é muito boa.;localização;66;77
No entanto, ele está de frente para a estação de metrô Quai de la Gare e a poucos metros de um mercadinho e de uma padaria, onde se pode tomar café da manhã (o do hotel é pago e achei caro para o que se tinha).;No aspect;-1;-1
O quarto é bom, banheiro um pouco apertado, mas tudo bem limpo e organizado.;No aspect;-1;-1
A equipe do hotel foi solícita e atenciosa.;No aspect;-1;-1
Recomendo.;No aspect;-1;-1
Hotel novo, boa localização, atendimento ágil e cortês.;hotel;0;5
Hotel novo, boa localização, atendimento ágil e cortês.;localização;16;27
Hotel novo, boa localização, atendimento ágil e cortês.;atendimento;29;40
Há 5 minutos do Shopping Total.;shopping;16;24
Ponto negativo: o room-service estava fechado.;No aspect;-1;-1
Fomos atendidos pela nutricionista que foi bem atenciosa e rápida.;No aspect;-1;-1
Recomendamos.;No aspect;-1;-1
O hotel fica ao lado da Korea Town, uma rua bem tranqüila com uma praça em frente e a Macys do outro lado, na rua 33 existe uma delegacia de policia o que torna a região bem segura mesmo a noite.;hotel;2;7
O hotel fica ao lado da Korea Town, uma rua bem tranqüila com uma praça em frente e a Macys do outro lado, na rua 33 existe uma delegacia de policia o que torna a região bem segura mesmo a noite.;rua;40;43
Quartos amplos e confortáveis.;quarto;0;6
A saída do metro é praticamente na porta do hotel (uns 10 metros da entrada).;No aspect;-1;-1
Existem vários locais para tomar Café ao lado do Hotel.;No aspect;-1;-1
Está a uma estação do Times Square e uma rua do Empire State.;No aspect;-1;-1
Estive a Paris no mês de outubro, e uma cidade magnifica, com um nivel cultural excelente.;cidade;40;46
Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .;hotel;29;34
Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .;museu;67;72
Fiquei ospedada a um pequeno hotel muito bem localizado ao lado do museu do louvre, museu de orsay, notre dame....com um preço acessivel e uma boa recepçao .;preço;121;126
o café da manha e servido em uma agradavel sala e assim também e possivel conhecer gente de varias nacionalidades!!!;No aspect;-1;-1
Muito bom hotel, perto da estação de metro St Lazare, fica localizado perto das principais atrações de Paris para quem gosta de ir caminhando.;hotel;10;15
O café da manhã é bom (pago) e internet bem rápida.;café da manhã;2;15
O café da manhã é bom (pago) e internet bem rápida.;internet;31;39
O atendimento sempre foi prestativo mesmo eu não falando francês e inglês.;atendimento;2;13
O quarto é bem limpo e tem frigobar, janelas que abrem e banheiro limpo e novo.;No aspect;-1;-1
A única coisa é que poderiam colocar pelo menos um atendente que fale espanhol.;No aspect;-1;-1
Ótima localização, ótimo quarto.;localização;6;17
Você ainda pode desfrutar das piscinas com dj , estilo louge, Liquid Pool ,que o hotel ofere,super animado com muitos jovens.;piscina;30;37
Muito satisfeita com minha escolha de hospedagem no Hotel Aria.;No aspect;-1;-1
É um hotel mais moderno e contemporâneo, se comparado ao Hotel Wynn por exemplo, que possui arquitetura mais clássica.;No aspect;-1;-1
O restaurante do hotel para almoco e café da manha é um espetáculo, e o preço super viável.;No aspect;-1;-1
. Recomendadísimo.;No aspect;-1;-1
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.";hotel;51;56
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.";localização;94;105
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.";funcionários;160;172
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.";chuveiro;239;247
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.";limpeza;292;299
"Eu e minha esposa estamos muitos satisfeitos com o Hotel Chandler por diversos motivos: Ótima localização, próximo ao Empire State e Broadway; atenção de todos funcionários, sem distinção, em todo o período; quarto muito aconchegante, com chuveiro excelente e itens de conforto de qualidade; limpeza e arrumação dos quartos; custo-benefício insuperável.";custo-benefício;325;340
Ou seja, na nossa próxima viagem a NY, não temos dúvida da nossa escolha de estadia!;No aspect;-1;-1
Padrão Ibis sem maiores surpresas.;padrão;0;6
Boa recepção e acomodação, ficamos no sexto andar com boa acomodação sem surpresa, nossos filhos ficaram no 1o.;recepção;4;12
Boa localização, perto de metro e rua tranquila.;localização;4;15
Boa localização, perto de metro e rua tranquila.;rua;34;37
andar que na verdade seria um subsolo ou -1 onde o teto é baixo dando uma impressão quase claustrofobica.;No aspect;-1;-1
Prefira ficar do 2o.;No aspect;-1;-1
andar para cima.;No aspect;-1;-1
Vale a pena.;No aspect;-1;-1
Hotel muito bem localizado com apartamento espaçoso e confortável para 3 adultos.;hotel;0;5
 atendimento cordial e o serviço de quarto com arrumaçao e limpeza adequados.;atendimento;1;12
 atendimento cordial e o serviço de quarto com arrumaçao e limpeza adequados.;serviço de quarto;25;42
 atendimento cordial e o serviço de quarto com arrumaçao e limpeza adequados.;limpeza;59;66
  nos finais de semana, à partir da quinta feira, há o inconveniente das baladas promovidas pelo hotel, atraindo pessoas pouco educadas que provocam muito barulho e confusão no lobby do hotel, além de congestionamento e filas nos elevadores.;No aspect;-1;-1
Hotel luxuoso com ótima estrutura.;hotel;0;5
Recepção e lobby vultuosos.;recepção;0;8
Funcionários educados e prestativos.;funcionários;0;12
Quarto amplo, cama king ótima e banheiro bom e limpo!;quarto;0;6
Quarto amplo, cama king ótima e banheiro bom e limpo!;cama;14;18
Chuveiro ótimo!;chuveiro;0;8
Linda vista da cidade!;No aspect;-1;-1
Piscina e quadra de tênis no alto do prédio.;No aspect;-1;-1
Localização é o único ponto negativo, pois fica a 1,7 km da Times Square (à pé) e o metrô mais perto fica linge, + ou - 800 mts.;No aspect;-1;-1
Quartos amplos e super limpos, pessoal muito amigável, Cassino gostoso com dealers simpáticos e engraçados.;quarto;0;6
Quartos amplos e super limpos, pessoal muito amigável, Cassino gostoso com dealers simpáticos e engraçados.;cassino;55;62
Indico para todos que procuram uma tarifa justa e conforto.;conforto;50;58
Pode-se ir à pé até a Strip tranquilamente.;No aspect;-1;-1
Room Tip: se ficar no apartamento de cima se poupará do barulho que seus vizinhos farão estando embaixo...;No aspect;-1;-1
O unico ponto negativo é o preço alto, mesmo com promoções fica um pouco apertado para o orçamento.;preço;27;32
Além disso, quase nada é incluído na diária, nao internet wi-fi cortesia, nem café da manha, nem estacionamento.;internet;49;57
Além disso, quase nada é incluído na diária, nao internet wi-fi cortesia, nem café da manha, nem estacionamento.;estacionamento;97;111
Mas o hotel é lindo, limpo, os quartos sao grandes, as camas confortaveis.;hotel;6;11
Mas o hotel é lindo, limpo, os quartos sao grandes, as camas confortaveis.;quarto;31;37
Mas o hotel é lindo, limpo, os quartos sao grandes, as camas confortaveis.;cama;55;59
A localização é perfeita, a uma quadra da times square.;localização;2;13
Amei minha estaida neste Hilton!;No aspect;-1;-1
tudo pago á parte.;No aspect;-1;-1
É um hotel pequeno, organizado, agradável e muito limpo.;hotel;5;10
Quanto à localização, o bairro dispõe de transporte, supermercados, restaurantes e laundromats.;localização;9;20
o café da manhã é simples mas muito gostoso, com pães de primeira linha.;café da manhã;2;15
A equipe do hotel é gentil, educada e calorosa.;No aspect;-1;-1
Não tenho nada a reclamar, fomos muito bem atendidas.;No aspect;-1;-1
Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.;localização;25;36
Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.;aeroporto;49;58
Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.;serviço;74;81
E também tive uma péssima experiência com o chuveiro rsrs ele demora a esquentar, cheguei lá meia noite e tive que tomar banho gelado.;chuveiro;44;52
Já o café da manhã é ótimo, o atendimento também, nada a reclamar disso.;café da manhã;5;18
Já o café da manhã é ótimo, o atendimento também, nada a reclamar disso.;atendimento;30;41
Porém essa boa localização foi a pior coisa, pois é muito barulho, não deu mesmo pra dormir a noite, não vale a pena!!!!;No aspect;-1;-1
Ele fica em frente a linha de trem e avenida muito movimentada.;No aspect;-1;-1
No dia seguinte fui perguntar e eles me disseram que demora uns 10 min. a esquentar.;No aspect;-1;-1
Porém não vale a pena pra mim, lá não fico mais.;No aspect;-1;-1
Quartos amplos, boa limpeza, bom atendimento...;quarto;0;6
Quartos amplos, boa limpeza, bom atendimento...;limpeza;20;27
Quartos amplos, boa limpeza, bom atendimento...;atendimento;33;44
Ficamos por 4 dias em Las Vegas e, por ser uma cidade relativamente pequena, procuramos nos hospedar em um hotel que ficasse próximo de tudo e com um bom custo/beneficio.;No aspect;-1;-1
Para quem esta procurando exatamente isso, o Flamingo é uma excelente opção!;No aspect;-1;-1
Fica bem em frente aos principais hotéis da Strip e com muitas alternativas de transporte (o Flamingo tem uma estação de Monorail praticamente dentro do hotel).;No aspect;-1;-1
Enfim, recomendo!;No aspect;-1;-1
É extremamente bem localizado, com o melhor preço ao redor da times square.;preço;44;49
Foi reformado, funcionários atenciosos, quartos bons.;funcionários;15;27
Foi reformado, funcionários atenciosos, quartos bons.;quarto;40;46
Tinha muitos brasileiros hospedados lá e tem café da manhã, incluso.;café da manhã;45;58
Donuts, sucos, café e iogurte.;No aspect;-1;-1
Faltam mesas para todos setar pela manhã, mas se consegue comer.;No aspect;-1;-1
Foi minha quarta estadia em NYC e, com certeza, o melhor custo benefício.;No aspect;-1;-1
Vale a pena.;No aspect;-1;-1
Localização excelente, atendimento e serviços de um cinco estrelas.;localização;0;11
Localização excelente, atendimento e serviços de um cinco estrelas.;atendimento;23;34
Localização excelente, atendimento e serviços de um cinco estrelas.;serviço;37;44
Não tenho nada a me queixar do hotel.;hotel;31;36
